label,article
<IR>,"My opponent raises a good point, but can we really trust him? I mean he moved to this town only two years ago and everyone knows that his wife left him."
<IR>,"That candidate wants to raise the minimum wage, but they aren't even smart enough to run a business."
<IR>,"Mrs. Peters is nominated for teacher of the year, which is voted on by her fellow faculty members. A colleague says that she would never vote for her because she is too young."
<IR>,"Marco cusses a lot, so you can't listen to a thing he says. He's not a good guy."
<IR>,"Charlie: Fast food is filled with salt, fat, and added sugars. We need better regulation of the industry.

Bob: That may be, but you’re such a hypocrite! I saw you devour a Triple-Baconator, super-sized fries, and 64 ounces of soda yesterday."
<IR>,"Charlie: Fast food is filled with salt, fat and added sugars. We need better regulation of the industry.
Bob: That may be, but you're such a hypocrite! I saw you devour a Triple-Baconator, super-sized fries and 64 ounces of soda yesterday."
<IR>,A parent who says that the teacher doesn't know how to teach because she graduated from a community college.
<IR>,"""You should never break traffic laws.""
""Who are you to speak? You've gotten over fifteen speeding tickets!"" What is this?"
<IR>,"Oh please, what do you know about labor laws? You don't even have a job."
<IR>,"""Who are you to ask fast food restaurants to give us nutritional facts? I saw you eat Taco Bell last night!"""
<IR>,"My opponent in this debate wants all of you to increase taxes for a recycling program, but his own company has been fined over a dozen times for pollution and environmental damage."
<IR>,"""I don't know how Professor Resnick can be such a hard grader.  He's always late for class. """
<IR>,That answer you just gave cannot be right because you are always so rude.
<IR>,She should not be voted president because she's a liar and a thief.
<IR>,"Calling Senator Warren ""Pocahontas,"" instead of debating her ideas on cancelling student loan debt is an example of:"
<IR>,"Nobody in their right mind would trust that guy. I mean, look at him!"
<IR>,"I’m know Joe Bob’s my boss, but I’m not going to take orders from someone who can’t even dress professionally for work."
<IR>,"person 1 : ""We should argue with logic facts""
person 2: ""You should grow a brain before you open your mouth"""
<IR>,"Person 1:
""I am for raising the minimum wage in our state.""

Person 2:
""She is for raising the minimum wage, but she is not smart enough to even run a business."""
<IR>,"Lily says the sun is fully risen at 5:00am, but how would she know she sleeps in until noon.

(love you lily all jokes all jokes)"
<IR>,"""You're a Westener and you're an idiot."""
<IR>,"""He wouldn't make a good president because he looks like a sad muppet."""
<IR>,"The CEO of that company hates the environment, so I hate him and won’t buy their products."
<IR>,"When Donald Trump called Hillary Clinton “Killary” to discredit her and her reputation as a presidential candidate, he committed which logical fallacy?"
<IR>,"President Bush argues that we should open up the Arctic National Wildlife Refuge for oil drilling. But Bush just wants to reward his rich cronies in the oil industry, so we can't take his arguments seriously."
<IR>,I'm hardly prepared to listen to the arguments of an ignorant moron like you.
<IR>,"Green Peace's strategies aren't effective because they are all dirty, lazy hippies."
<IR>,There's no point listening to you. Everybody knows you're just a little do-gooder.
<IR>,"""Andrea Dworkin has written several books arguing that the media harms women when it comes to body image. But Dworkin is an ugly, bitter person, so you shouldn't listen to her."""
<IR>,"John says that Kentucky will beat Florida, but John sometimes lies, so I'm not sure."
<IR>,"""You're too ugly to be class president!"""
<IR>,"""I used to have that haircut. Then my mom got a job."""
<IR>,"""How would you know anything about technology? You're too old!"""
<IR>,Ms. Baker assigned me a lot of homework because she’s a witch!
<IR>,Senator Ribbit is a liar. You shouldn't listen to him on anything.
<IR>,"Says Robot 2, attacking Robot 1 instead of his arguments."
<IR>,The reason our company never makes any money is because we have a buffoon running it!
<IR>,"""Don't listen to Eddie's arguments on education. He didn't even finish high school"" is an example of"
<IR>,or group in order to discredit an idea with which the person or group is associated; distracts the reader from the real issue
<IR>,"Brandon: We should have tastier lunches!
Jaylen: Don't listen to him! He's a terrible person! I saw him trip another student and steal his lunch money!"
<IR>,"""You're clearly just too young to understand what’s happening.” The statement is an example of…"
<IR>,"What type of propaganda uses negative words or feelings against an idea, product or person?"
<IR>,"""We will teach this miserable traitor(Snowball) that he cannot undo our work so easily."""
<IR>,"When Squealer/Napoleon calls Snowball a 'traitor', and 'criminal'"
<IR>,"""I see no reason to listen to Smith. Anything he says will be influenced by his interest in civil rights. His statements are bound to be distorted and unreliable.""

What logical fallacy is used in the statement above?"
<IR>,"While debating with a friend on which movie would be better to see, you use the argument that your opinion on movies is better because your friend picks their nose, so we shouldn’t trust them because that’s gross. What fallacy have you committed?"
<IR>,politicians coin names to cast blame
<IR>,"How can you tell me I should exercise to lose weight? All you do is sit behind a desk all day. I've never seen you do a lick of exercise.

Identify the logical fallacy commited in this argument."
<IR>,"You didn’t even finish high school, how could you possible know about this?"
<IR>,Vote for me because the other candidate is a cheat and a liar!
<IR>,"Charlie: Fast food is filled with salt, fat, and added sugars.  We need better regulation of the industry.
Bob: That may be, but you're sure a hypocrite!  I saw you devour a Triple-Baconator, super-sized fries, and 64 ounces of soda yesterday."
<IR>,"David is so wrong about Luna's work ethic. David is just an egotistical jerk with a God complex, what does he know?"
<IR>,"Joseph can’t be class president, he’s poor!”"
<IR>,"A fallacy of relevance where someone rejects or criticizes another person’s view on the basis of personal characteristics, background, physical appearance, or other features irrelevant to the"
<IR>,There's no point listening to your opinion on school lunches. Everybody knows you cheat on your math tests.
<IR>,"Braden, you drive a beat-up car from the 1980s. For this reason, we can never allow you to be a lifeguard at the community pool."
<IR>,We can't believe what he says out of that ugly mouth of his.
<IR>,"""I knew him in high school and he almost flunked out. He can't be a good choice for mayor."""
<IR>,Intentionally using negatively charged words is an example of which technique?
<IR>,"TOPIC: Should people let their cats go outside?
DEBATE: ""People should let their cats go outside. Going outside gives cats more exercise.""
""What do you know? You've never even had a pet cat before!"""
<IR>,"Jamila is running for class president. In her campaign speech she says, ""Xavier does not deserve to win. He is a smoker and He cheated on his reading quizzes last year."" What fallacy has Jamila committed?"
<IR>,"My opponent raises a good point, but can we really trust him? I mean, he moved to this town two years ago and everyone knows that his wife left him."
<IR>,A mother says that she does not trust her pediatrician because he has never been a mother.
<IR>,A politician arguing that his opponent cannot possibly be a good choice for women because he has been married and divorced five times.
<IR>,"You've never visited another country, so who cares what you say about immigration reform!"
<IR>,Why would you trust Paris Hilton to sell health food? She drinks and parties and has multiple partners.
<IR>,"J: Cats are better than dogs.
V: Dogs are better.
J: You are a lazy person. You won't even be able to take care of a dog."
<IR>,People who don't like K-pop are racist.
<IR>,He can't be a great athlete; he cheated on his wife.
<IR>,"An abusive attack against someone making the argument, instead of the argument itself, is called a/an"
<IR>,"“He’s not a great athlete; he’s a fraud, a cheat and a liar. That’s why not everybody is ‘happy for Lance.'”"
<IR>,"Billy - ""An apple is a vegetable.""  
Bobby - ""Don't listen to Billy; he failed Spanish class last year. """
<IR>,He can't be a great athlete; he didn't adopt the stray dog on the street.
<IR>,"""I can't trust that doctor's advice on how to raise my child. He has never been a mother."""
<IR>,"""She's such a mean teacher and person – that's why she wouldn't raise my grade ONE percent!"""
<IR>,"""Drivers in Richmond are terrible. Why does everyone in a big city drive like that?"""
<IR>,Layla is a liar! She should not be trusted to be president for student council!
<IR>,Mr. Casal is a bad teacher because he stinks.
<IR>,You can't be my partner in class because you didn't donate to the Hurricane Sandy fundraiser.
<IR>,"""He just says that because he's a Republican."""
<IR>,"This trick, which literally means ""to the guy,"" distorts a person's character subtly or blatantly, undermining their reputation regardless of how compelling their point is."
<IR>,"I don't think we need to talk to the people in the Justice Department about the practicality of enforcing this bill. The Justice Department is full of Democrats, and they are already biased against it."
<IR>,“against the man;” attacking the individual rather than their position.
<IR>,The political commercials described the mayor as a “monster” who “hated babies” but they never discussed his plans for the city.
<IR>,", rather than on his arguments or opinions."
<IR>,"""You are clearly just too young to understand this issue!"""
<IR>,"""You are not a credible resource person. You haven't finished college."""
<IR>,"Matt is running for class president. In his campaign speech he says, ""My opponent does not deserve to win. She is a smoker and she cheated on her boyfriend last year.""
What fallacy has Matt committed?"
<IR>,"""Andrea Starkk has written several books arguing that the media harms women when it comes to body image. But Starkk is an ugly, bitter person, so you shouldn't listen to her."""
<IR>,The Senator must be wrong on the issue of taxes because he's such a jerk to the people who work for him.
<IR>,No one should believe our dear lady Senator who have had an adulterous relationship.
<IR>,The candidate for mayor was a really bad baseball player in college! Don't vote for him!
<IR>,"After Sally presents an eloquent and compelling case for a more equitable taxation system, Sam asks the audience whether we should believe anything from a woman who isn't married, was once arrested, and smells a bit weird."
<IR>,", rather than considering the content of what the person is saying?"
<IR>,"A father tells his son not to start smoking as he will regret it when he is older, and the son points out that his father is a smoker. This does not alter the fact that his son may regret smoking when he is older."
<IR>,Only fools are out in public right now. Careful people are staying home.
<IR>,"Dustin: ""Why do you always deflect the argument by insulting me?""
Ann: ""You're ugly and poor!"""
<IR>,Leonardo DiCaprio is just a dumb actor. What does he really know about climate change?
<IR>,"My opponent raised a good point, but can we trust him? I mean he just moved to town only 5 months ago, how much could he really know?"
<IR>,"Student: Hey, Professor Moore, we shouldn't have to read this book by Freud. Everyone knows he used cocaine."
<IR>,We cannot approve of this recycling idea. It was thought of by a bunch of hippie communist weirdos.
<IR>,"I was assigned a personal trainer at the Rec, and he gave me a new workout program. But I don't have any confidence in his expertise, since he has obvious trouble controlling his own appetite."
<IR>,Of course Marx' theories about the ideal society are bunk. The guy spent all his time in the library.
<IR>,"Yeah, I think everyone's opinion counts on moral matters like that, but that Lila sleeps around with anything. I know of at least one marriage she's broken up, so why should her opinion count on anything, much less morality?"
<IR>,"My opponent suggests that lowering taxes will be a good idea -- this is coming from a woman who eats a pint of Ben and Jerry’s each night!
Mi oponente sugiere que bajar los impuestos será una buena idea, ¡esto viene de una mujer que se come una pinta de Ben y Jerry cada noche!"
<IR>,"Student: Logical Fallacies have nothing to do with my life and I don’t want to learn them!
Teacher: You are too young to understand why it’s important!
Estudiante: ¡Las falacias lógicas no tienen nada que ver con mi vida y no quiero aprenderlas!
Maestro: Eres demasiado joven para entender por qué es importanto!"
<IR>,"We cannot listen to John’s opinion on global warming because he is a tree hugger.
No podemos escuchar la opinión de John sobre el calentamiento global porque es un abrazador de árboles."
<IR>,His opinions about sports mean nothing - he can barely tie his own shoes!
<IR>,Look at that face! Could anyone trust that to run the country?
<IR>,"I don't know about you, but I would never take the word of a woman who never finished school."
<IR>,Why would you lend money to some who looks like they don't have a job?
<IR>,"Senator Jones supports a strong national defense, and he wants your vote. I would never vote for a coward like him."
<IR>,"Cari says that we need a major overhaul in education. Cari gets a speeding ticket every other week, so maybe she should learn how to drive instead of worrying about schools."
<IR>,"""My opponent raises a really good point, but can we really trust him? He moved to this town three years ago and everyone knows his wife left him."
<IR>,"Oh, please. What do you know about labor laws? You don't even have a job."
<IR>,"""Why would you elect a mayor whose wife has been treated for alcohol addiction?""
This logical fallacy is called..."
<IR>,"""In his class president election video, he called his student opponent 'a brown-nosing, suck up who only wanted to get on the teacher's good side,' which got him disqualified"" IS an example of THIS fallacy."
<IR>,What she says about Kepler's astronomy theory of the 1600's must be just so much garbage. Do you realize she's only fifteen years old?
<IR>,"""In the business meeting, she proposed a new advertising plan for the dog food brand, but I found out she actually hates dogs. How can we trust her advertising skills?"""
<IR>,"""Her arguments against the protest were weak. After all, she can't be fair; she works for the government."""
<IR>,"Robert Downey Jr. thinks everyone should vote. However, Robert Downey Jr. once went to prison for drug use. So, he's obviously wrong."
<IR>,"When the arguer is attacked vs. the argument that is attacked, this is an example of:"
<IR>,"Don't listen to Senator Bob's opinion. He is a crook, and a spiteful loony man."
<IR>,Of course Lou would want to go biking on field trip day - biking is the only thing he ever does! He shouldn't be allowed to choose an activity.
<IR>,Personally attacking someone to shift attention away from your views is
<IR>,Which fallacy is used to attack a person's character
<IR>,What can our new math teacher know? Have you seen how fat she is?
<IR>,Donald Trump mocked Romney for walking like a penguin. He also repeatedly called Jeb Bush low-energy.
<IR>,The senator voted for the tax increase. It's not hard to understand why when you consider that he is a millionaire and has never had to worry about money.
<IR>,Dr. Bloom cannot be a competent marriage counselor because he is divorced.
<IR>,"The research and reasoning that supposedly supports (or that supposedly discredits) this intervention are a joke. The researchers are people who are not methodologically sophisticated and there have been rumors--I have no idea whether they're true or not--that they faked some of the data. The advocates (or opponents) of this intervention are the worst kind of sloppy thinkers. They are fanatical adherents who already have their minds made up; they've become true believers in their cause. They make arguments only a stupid person would accept, and mistakes in reasoning that would make an undergrad psych major blush. These are not the kind of people who deserve to be taken seriously."
<IR>,Don't believe what Kim says about global warming. Kim dropped out of college!
<IR>,"harmful atheists favor cloning, so cloning is wrong"
<IR>,Researchers are frauds who don’t earn their salaries
<IR>,"Cat Stevens may be a successful and skilled musician, but let's not forget that he's been accused of extremist religious and political views."
<IR>,"(1) William Dembski argues that modern biology supports the idea that there is an intelligent designer who created life.
(2) Dembski would say that because he’s religious.
Therefore:
(3) Modern biology doesn’t support intelligent design"
<IR>,"Bill: ""I believe that Obamacare is wrong."" Dave: ""Of course you would say that, you're a Republican."" Bill: ""What about the arguments I gave to support my position?"" Dave: ""Those don't count. Like I said, you're a Republican, so you have to support the party line. Further, you are just a lapdog to the Republican incumbent so you can get a job , so I can't believe what you say."""
<IR>,You oppose a senator's proposal to extend government-funded health care to poor minority children because that senator is a liberal Democrat.
<IR>,I cannot listen to anyone who does not share my social and political values.
<IR>,"during the presidential campaign of 1800, John Adams was called 'a fool, a gross hypocrite and an unprincipled oppressor.' His rival, Thomas Jefferson, on the other hand, was deemed 'an uncivilized atheist, anti-American, a tool for the godless French.'"
<IR>,"Now you tell me she looks presidential, folks. I look presidential"
<IR>,That's what you'd expect someone like him/her to say
<IR>,a movie reviewer who dislikes a Tom Cruise movie because of the actor's religion and tries to impose negative bias in the audience members' minds before they see the film.
<IR>,"Tony wants us to believe that the origin of life was an “accident”.  Tony is a godless SOB who has spent more time in jail than in church, so the only information we should consider from him is the best way to make license plates."
<IR>,"Salesman: This car gets better than average gas mileage and is one of the most reliable cars according to Consumer Reports.
Will: I doubt it—you obviously just want to sell me that car.
"
<IR>,"Of course, your minister says he believes in God.  He would be unemployed otherwise."
<IR>,President Trump said that he was proud of the children who participated in this year's Special Olympics. Those kids are a bunch of losers.
<IR>,The Democrats support more aggressive gun control laws. Can you believe they want to deny repeat offenders and those on the terrorist watch list their rights?
<IR>,"Boris is not qualified to make suggestions about our penal system. As an ex-convict, he would always take the criminals’ side."
<IR>,"She is a teacher in a public school, so any claims that she makes about the public school system are biased and untrue."
<IR>,"My best friend says you’re a liar, so I’m not going to talk to you."
<IR>,The Volkswagen Beetle is an evil car because it was originally designed by Hitler’s army.
<IR>,"This is a fallacy of irrelevance that is based solely on someone's or something's history, origin, or source rather than its current meaning"
<IR>,"The newspaper editor homeschools his children. So, any claims he makes about the public school system are biased and untrue."
<IR>,"My doctor is overweight, so I don't believe anything he tells me about improving my health."
<IR>,"The car was built with cheap parts, so it only goes to show that the car will fall apart."
<IR>,You can't believe Bob's idea. He's a socialist.
<IR>,Maria drives a car. She must be wealthy.
<IR>,"My teacher says the Earth is flat, so it definitely is flat."
<IR>,"The noble forefathers who created this great country did not fail; it is a great country now as it was then, by their very making."
<IR>,"Having come from the same political party, he is sure to communicate biased and untrue claims about his party-mates"
<IR>,"Hannah argues that because her friend was brainwashed as a child into thinking that people are generally good, people are not generally good.
Name that fallacy:"
<IR>,My teacher always brings up stuff about Women's Rights. She only cares about it because she is a woman. The stats she shows us are probably bias.
<IR>,Don't buy any of the clothes made by that company. Most of them are made in China so they must be cheap.
<IR>,"You think labor unions are good? You know who else liked labor unions? Karl Marx, that’s who."
<IR>,"According to Freud, your belief in God stems from your need for a strong father figure. So don’t you see that it’s silly to continue believing in God?"
<IR>,"Before he died, poet Allen Ginsberg argued in favor of legalizing pornography. But Ginsberg's arguments are nothing but trash. Ginsberg was a pot-smoking homosexual and a thoroughgoing advocate of the drug culture."
<IR>,"You’re a vegetarian? You do realize that Hitler was a vegetarian, too?"
<IR>,The Volkswagen Beetle is an evil car because it was originally designed by Hitler's army.
<IR>,"Accused on the 6 o'clock news of corruption and taking bribes, the senator said that we should all be very wary of the things we hear in the media, because we all know how very unreliable the media can be."
<IR>,This theory originally occurred to a scientist in the form of a dream; therefore it cannot be valid.
<IR>,"Since it was a deathbed confession, it must be true."
<IR>,He’s just a psychology teacher at a community college
<IR>,"Lisa was brainwashed as a child into thinking that people are generally good.  Therefore, people are not generally good."
<IR>,"He was born to Catholic parents and raised as a Catholic until his confirmation in 8th grade.  Therefore, he is bound to want to defend some Catholic traditions and, therefore, cannot be taken seriously."
<IR>,"I did not complete my homework last night? Well, you did not do yours last weak either."
<IR>,"Billy - ""Spanish is easy."" Bobby - ""Don't listen to Billy; he failed Spanish class last year. """
<IR>,This fallacy distracts from the argument by pointing out hypocrisy in the opponent.
<IR>,"“But, Dad, I know you had no curfew when you were my age, so how can you give me a curfew?”"
<IR>,"Sandy: ""You shouldn’t have that second piece of cake. It’s so fattening.""
Ralph: ""Didn’t you eat an entire tub of ice cream yesterday?"""
<IR>,How can you tell me I should exercise to lose weight? All you do is sit behind a desk all day. I've never seen you do a lick of exercise.
<IR>,"All this time that you're telling me to improve, you're being lazy yourself."
<IR>,"America keeps telling China to be more respecting of journalism, but why don't they stop the American propaganda first?"
<IR>,"Wilma: You cheated on your income tax. Don't you realize that's wrong?
Walter: Hey, wait a minute. You cheated on your income tax last year. Or have you forgotten about that?"
<IR>,"Helga: You should not be eating that... it has been scientifically proven that eating fat burgers are no good for your health.
Hugh: You eat fat burgers all the time so that can’t be true."
<IR>,Dismissing someone's viewpoint on an issue because he himself is inconsistent in that very thing.
<IR>,"Senator Jones wants a strong national defense, but I will not vote for him because he moved to Canada to avoid being drafted for war when he was in college."
<IR>,"Helga: You should not be eating that... it has been scientifically proven that eating fat burgers are no good for your health.

Hugh: You eat fat burgers all the time so that can’t be true."
<IR>,"My friend told me to quit singing in the car since I have a ""bad voice."" She sings in the car all of the time!"
<IR>,"Dad drank at parties, too"
<IR>,"Peter: ""Based on the arguments I have presented, it is evident that it is morally wrong to use animals for food or clothing.""
Bill: ""But you are wearing a leather jacket and you have a roast beef sandwich in your hand! How can you say that using animals for food and clothing is wrong!"""
<IR>,"Wilma: You cheated on your income tax. Don't you realize that's wrong
Walter: Hey, wait a minute. You cheated on your income tax last year. Or have you forgotten about that?"
<IR>,"Recently, we highlighted a British journalist’s story about the underside of Dubai’s startling ascent. Some in Dubai called foul, including one writer who wants to remind Britons that their own country has a dark side. After all, what to think of a country in which one-fifth of the population lives in poverty?"
<IR>,"Mother: You should stop smoking. It's harmful to your health.
Daughter: Why should I listen to you? You started smoking when you were 16!"
<IR>,"There you are cheating on your husband, how could you ever tell us anything meaningful about ethics?"
<IR>,"in response to the claim that ""Eating fast food is unhealthy"": “But I saw you eat a burger and fries for lunch only a few hours ago!"""
<IR>,"Helga: You should not be eating that... it has been scientifically proven that eating fat burgers are no good for your health.
Hugh: You eat fat burgers all the time so that can’t be true.
"
<IR>,"Jimmy Swaggart argued strongly against sexual immorality, yet while married, he has had several affairs with prostitutes; therefore, sexual immorality is acceptable."
<IR>,"Lola: I don't think John would be a good fit to manage this project, because he doesn't have a lot of experience with project management.
John: But you don't have a lot of experience in project management either!"
<IR>,"Nicole identified that Hannah had committed a logical fallacy, but instead of addressing the substance of her claim, Hannah accused Nicole of committing a fallacy earlier on in the conversation."
<IR>,I have been accused of using an ad hominem approach in trying to defend my research. But those who attack me and my research are also using ad hominem. And they started it!
<IR>,"George: Man, those girls are smokin' hot!
Derek: No, they're not. You're a victim of the cheerleader effect. When girls are together in a group, each girl looks a lot better than if you were to see her without the other girls.
"
<IR>,"Lucas: I remember when I was about three years old my mother saved me from almost being eaten by a shark.
Katie: I doubt that. What you are experiencing is what cognitive psychologists refer to as a ""false memory.""
"
<IR>,Don’t believe what Alex says about global warming. Alex dropped out of college!
<IR>,"Martin: All white people are not racists.
Charlie: Yes they are. You just believe that because you are white.
"
<IR>,"Mom: Remember, dear. Nobody's going to buy the cow if they get the milk for free.
Daughter: You are only saying that because you are my mother.
Daughter: Wait... did you just call me a cow?
"
<IR>,"""Do not listen to Luisa, she will only tell you lies about the recent activities given in our EAPP class."""
<IR>,"Bill: “I believe that abortion is morally wrong.”
Dave: “Of course you would say that, you’re a priest.”
Bill: “What about the arguments I gave to support my position?”
Dave: “Those don’t count. Like I said, you’re a priest, so you have to say that abortion is wrong. Further, you are just a lackey to the Pope, so I can’t believe what you say.”"
<IR>,"Tim: Boss, you heard my side of the story why I think Bill should be fired and not me.  Now, I am sure Bill is going to come to you with some pathetic attempt to weasel out of this lie that he has created.
"
<IR>,"I hope I presented my argument clearly.  Now, my opponent will attempt to refute my argument by his own fallacious, incoherent, illogical version of history."
<IR>,"Gertrude: I am tired of having to fill out these forms all day. Can't we find a more efficient system?

Cindy-Lou: If you're not happy with the way we do things, we can find someone who is!"
<IR>,"Steve: In Sweden, college is free for citizens. How come we can't do that here?

Ed: If you like Sweden so much, move there. The USA would be glad to be rid of your liberal ass!"
<IR>,"Gertrude: I am tired of having to fill out these forms all day. Can't we find a more efficient system?
Cindy-Lou: If you're not happy with the way we do things, we can find someone who is!
"
<IR>,"Steve: In Sweden, college is free for citizens. How come we can't do that here?
Ed: If you like Sweden so much, move there. The USA would be glad to be rid of your liberal ass!
"
<IR>,"Regime vs. government
Pro-death vs. pro-choice"
<IR>,"I know you don't like the cat sweater that Grandma knitted for you, but she worked so hard on it, and it will make her happy to see you wear it in the family holiday photo."
<IR>,"We, the people, are going to work together to achieve justice, unity, and integrity."
<IR>,"Which fallacy am I? Combining facts and evidence with words that stir up emotion, with the attempt to manipulate others into accepting the truth of the argument."
<IR>,"Which fallacy is the following example? ""By rejecting God, you are rejecting goodness, kindness, and love itself."""
<IR>,"I know you don’t like the kitty-cat sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo."
<IR>,A commercial about abandoned animals needing a shelter of a forever home. They ask for a small donation to help these struggling animals.
<IR>,"I know you don't like the kitty-cat sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo."
<IR>,They are dangerous militants out to destroy our peaceful way of life.
<IR>,A real estate ad shows a happy family moving in to the home of their dreams.
<IR>,"Using positive words that become associated with something, like company slogans and political advertisements"
<IR>,A commercial shows images of animals in need to persuade the audience to make donations.
<IR>,"""It is an outrage that the school wants to remove the vending machines. This is taking our freedom away!"""
<IR>,Television Advertisement: Get all of your stains out by using new and improved Ultra Suds and wash your blues away!
<IR>,"An advertisement asking people to give to St. Jude Research Center to help children struggling with cancer. You wouldn't want to let these children die, right?"
<IR>,Don't you want the best for your baby?
<IR>,This seat belt ad is using which type of persuasive appeal? It has a picture which might make people feel sad.
<IR>,Janice just lost her goldfish and so asks you to give her the benefit of the doubt. What fallacy has she committed?
<IR>,"""You will never be satisfied in life if you don’t seize this opportunity. Do you want to live the rest of your years yearning to know what would have happened if you just jumped when you had the chance?"" Which appeal is the primary appeal used in this quote?"
<IR>,"""I am not unmindful that some of you have come here out of great trials and tribulations. Some of you have come fresh from narrow jail cells. And some of you have come from areas where your quest -- quest for freedom left you battered by the storms of persecution and staggered by the winds of police brutality. You have been the veterans of creative suffering. Continue to work with the faith that unearned suffering is redemptive. Go back to Mississippi, go back to Alabama, go back to South Carolina, go back to Georgia, go back to Louisiana, go back to the slums and ghettos of our northern cities, knowing that somehow this situation can and will be changed.""  Which appeal is the primary appeal used in this quote?"
<IR>,"Don’t waste food, people in Marawi are suffering because of hunger."
<IR>,"I know you don't like the kitty-cat  sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo."
<IR>,“A bank with the heart for every Filipino” - Veterans Bank
<IR>,Snarl Words are an example of...
<IR>,"""You'll make the right decision because you have something that not many people do: you have heart.""?"
<IR>,"""Do the best for your baby""  is an example of ..."
<IR>,A commercial about abandoned animals needing shelter or a forever home. They ask for a small donation to help these struggling animals.
<IR>,"""Jews are lice; They cause typhus (Painful/deadly disease)."""
<IR>,What is the appeal being used through this sad little girl?
<IR>,present ideas that elicit strong feelings
<IR>,Words with strong feelings that bring about feelings in the reader. Strong words (+ or -) specifically used to sway the reader
<IR>,"When President Kennedy said that research for space travel could help children with eye defects, he is making what kind of appeal?"
<IR>,"Power lines cause cancer.  I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.”"
<IR>,We have a responsibility to care for this poor lost dog.
<IR>,an attempt to persuade the reader/audience based on feelings or emotions; emotional response
<IR>,Last year I wanted to quit school because my friends treated me like an outcast and talked about me to my friends. I felt betrayed and sad all of the time but now I think I have a place at my new middle school.
<IR>,The sinister fisherman's suspicious smile frightened the innocent children
<IR>,"The uncommunicative strangers seemed unwilling to speak to us, hiding behind the language barrier."
<IR>,Joe is firm in his principles. The reader admires Joe for not changing his ideas and opinions according to what is popular or advantageous.
<IR>,The Supreme Court has just flinched from its responsibility to stop the unjust jailing of two journalists―not charged with any wrongdoing―by a runaway prosecutor who will go to any lengths to use the government's contempt power to force them to betray their confidential sources.
<IR>,We will not rest until we reach a day when not one single veteran falls into homelessness.
<IR>,Thousands of pets are left homeless and hungry because lousy people turn them out on the streets instead of taking care of them.
<IR>,"You should always eat everything on your plate, think of all the children in Africa who doesn’t always have enough food."
<IR>,"If we don't control Covid-19, it could lead to millions of deaths. Wouldn't it make you sad to live in a country where that had happened?"
<IR>,They cannot take her to jail even if she did rob the bank and take millions of pesos… She is already too old and weak to be locked up.
<IR>,"Power lines cause cancer. I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.” I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills."
<IR>,A persuasive technique meant to influence a person’s emotions.
<IR>,A commercial featuring starving children in Africa asking for donations to help provide food and clean water to those in need.
<IR>,This technique using vague positive words that actually hold little meaning.
<IR>,"There must be objective rights and wrongs in the universe. If not, how can you possibly say that torturing babies for fun could ever be right?"
<IR>,"That lady had a rough day today. She woke up late, she was not able to eat breakfast, she missed the train and was late for work. My heart aches for this poor lady."
<IR>,"""A dog would be a great addition to our family. Think about how wonderful it would be to come home to a happy, excited, loving dog?"" This is an example of which persuasive technique?"
<IR>,"Hundreds of thousands of animals are being tortured and killed every year, and for what? So that we can modernize our beauty products and overstock our grocery stores?"
<IR>,"""There I was in the midst of thousands, and yet a perfect stranger; without home and without friends, in the midst of thousands of my own brethren—children of a common Father, and yet I dared not to unfold to any one of them my sad condition."" Check each literary term found in this quote:"
<IR>,", tax relief instead of tax cut, or death tax instead of estate tax)"
<IR>,What type of persuasive writing is used to influence readers’ feelings (pathos)?
<IR>,"Which type of appeal is used in the following phrase from the Declaration of Independence: “He has plundered our seas, ravaged our coasts, burned our towns, and destroyed the lives of our people”?"
<IR>,"When an advertiser tries to make a connection with the audience emotionally through sappy stories, music, sad puppies, etc..."
<IR>,"This is usually used in a company's slogan, using words that are very vague and nonspecific, but sound really nice. ex: ""Eat Fresh."" ""Expect More. Pay Less."""
<IR>,"""The critical mission was horribly executed."" is an example of ..."
<IR>,"""Beware of appeals made only to your feelings and not to your logic."""
<IR>,"Luke didn't want to eat his sheep's brains with chopped liver and brussel sprouts, but his father told him to think about the poor, starving children in a third world country who weren't fortunate enough to have any food at all."
<IR>,Do you still beat your wife?
<IR>,"company's slogan ""Eat Fresh."""
<IR>,"company's slogan ""Expect More. Pay Less."""
<IR>,"Power lines cause cancer.  I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.”  I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills."
<IR>,"There must be objective rights and wrongs in the universe.  If not, how can you possibly say that torturing babies for fun could ever be right?"
<IR>,"By rejecting God, you are rejecting goodness, kindness, and love itself."
<IR>,The Bible is filled with stories of God's magic.
<IR>,I don’t see what’s wrong with engaging the services of a professional escort.
<IR>,You have to give me a passing grade. I spent 150 hours on that project and missed every party this quarter.
