label,article
<IR>,"Grace and Helen were both romantically interested in Brad. One day, with Brad sitting within earshot, Grace asked in an inquisitive tone whether Helen was still having problems with her drug habit."
<IR>,Did your misleading claims result in you getting promoted?
<IR>,Is your stupidity inborn?
<IR>,Did John ever give up his bad habits?
<IR>,What did you use to wipe your fingerprints from the gun?
<IR>,Where did you hide the marijuana you were smoking?
<IR>,Has your clinic stopped those unethical practices yet?
<IR>,Why must you always take such a stupid and uninformed approach to ethics?
<IR>,"Marty: Doc, I'm from the future. I came here in a time machine that you invented. Now, I need your help to get back to the year 1985.
Doc: I've had enough practical jokes for one evening. Good night, future boy!
"
<IR>,"NASA: Yes, we really did successfully land men on the moon.
TinFoilHatGuy1969: Yeah, right. And Elvis is really dead.
"
<G>,"""A person apparently hopelessly ill may be allowed to take his own life. Then he may be permitted to deputize others to do it for him should he no longer be able to act. The judgment of others then becomes the ruling factor. Already at this point euthanasia is not personal and voluntary, for others are acting on behalf of the patient as they see fit. This may well incline them to act on behalf of other patients who have not authorized them to exercise their judgment. It is only a short step, then, from voluntary euthanasia (self-inflicted or authorized), to directed euthanasia administered to a patient who has given no authorization, to involuntary euthanasia conducted as a part of a social policy."""
<G>,"""There is ... a radical element, a homosexual agenda that wants to redefine what marriage is. They want to say that a marriage not only is one man and one woman but it is two men or it is two women. What logical reason is there to keep us from stopping expansion of that definition to include three people or an adult and a child, or any other odd combination that we want to have?  ... and it does not even have to be limited to human beings by the way. I mean it could be anything. ... There is no reason why we cannot just completely erase whatever boundaries that currently exist on the definition of marriage and say it is a free-for-all, anything goes."""
<G>,"“Animal experimentation reduces our respect for life. If we don’t respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization. To prevent this terrible consequence, we should make animal experimentation illegal right now.”"
<G>,"My grandmother smoked for 80 years and died at 100. Obviously, smoking isn’t harmful."
<G>,My neighbor’s child was kidnapped while playing alone in her yard. My city must be a dangerous place for children.
<WCB>,"The administration of echinocandins in this patient has been a very successful choice. Fever has subsided, along with the rest of the septic manifestations, in less than 48 hours. The chronological correlation suffices for me. I am convinced it was a fungal infection."
<WCB>,"I go to my front porch every morning and yell, “May no tigers enter this house!” and for 20 years, not a single tiger has entered my house. My tiger prevention strategy clearly works."
<FU>,"Throughout history, most philosophers thought men were more rational than women, therefore this is true."
<FU>,"Slavery is accepted by just about everyone in our society, so it’s ethical to keep slaves."
<IR>,"""University of Virginia professor [Charlotte] Patterson, considered a leading researcher in the field, says she has reviewed 22 studies involving offspring of gays ranging from toddlers to adults. She found none convincing [sic] that the children had suffered or were more than normally inclined to be gay. [...] Conservatives discredit Patterson by pointing out that she is an acknowledged lesbian, with a presumed ideological interest in the subject she studies."""
<IR>,"Speaker 1: Dr. Singh says meat eating is bad for the environment.
Speaker 2: He’s a Sikh. They don’t eat meat. Of course he would say that. He can’t be telling the truth."
<IR>,"Speaker 1: No fault divorce is really harmful to the family and the larger society.
Speaker 2: Well, you must not really think that since you’re divorced yourself."
<IR>,"Speaker 1 (Democrat): “Donald Trump is a known adulterer. It reflects badly on his character, and suggests he might not be trustworthy.”
Speaker 2 (Republican): “What about Bill Clinton? You didn’t seem to care when he cheated.”"
<IR>,"“It’s wrong to tax corporations—think of all the money they give to charity, and think of the costs they already pay to run their businesses!”"
<IR>,You can’t give me a C. I’ll lose my scholarship.
<IR>,"You should marry me. I know we’re not compatible, but I only have a year to live, and you’re my last chance."
<IR>,"Speaker 1: I think it’s terrible that a game hunter killed Cecil the lion.
Speaker 2: What about all the babies that are killed every day by abortion?"
<IR>,"“We should abolish the death penalty. Many respected people, such as actor Guy Handsome, have publicly stated their opposition to it.”"
<IR>,"To my knowledge, there are no studies supporting this approach. Therefore, I see no reason to change our routine."
<IR>,"We haven’t proven aliens didn’t create life on earth, so aliens created life on earth."
<IR>,"We haven’t found the ruins of Troy, so the city of Troy didn’t really exist."
<G>,"My friend swears the mechanic at that shop overcharged her last week and after looking at her invoice it seems she’s right. So don’t take your business there, as you’ll definitely get ripped off."
<G>,"All Greek food causes illness;  when I traveled through Greece, I got food  poisoning."
<G>,The United States is the wealthiest nation in the world. So every American is wealthy.
<G>,"If you miss practice, it means you were probably goofing off. People who goof off drop out of school and end up penniless."
<G>,"Since many of the students at St. Cloud State University get A's, St. Cloud State must  be a top-rated school."
<G>,"Duke University has the best basketball player in the NCAA, therefore they will win the tournament this year."
<G>,"Ten years ago I got a 170 on the LSAT, so I expect to get the same score again."
<G>,"The last Democrat winner of the New Hampshire primary won the general election. This year, the winner of the New Hampshire primary will win the general election."
<G>,"The more things change, the more they remain the same."
<WCB>,"Bush was ""determined to knock down Saddam Hussein"" because of his ""nuclear  bomb potential."""
<RR>,God exists because the Bible says so. The Bible is a reliable source because it is the  word of God.
<RR>,"According to my brain, my brain is reliable."
<FU>,"Everyone knows that Japanese DVD players are the best. After all, the outsell American players two-to-one."
<FU>,Almost everyone at my school will be at the party Friday night. It must be the right thing to do.
<IR>,"Of course the Senator from Maine opposes a reduction in naval spending. After all, Bath Ironworks, which produces warships, is in Maine."
<IR>,MacDougal roots for a British football team. Clearly he's unfit to be a police chief in Ireland.
<IR>,"Professor, please, PLEASE reconsider my grade on the Final! I know I only answered 7% of the questions correctly, but I didn’t really deserve an F! In the past week I sprained my ankle, my dog ran away, and my kitchen caught on fire! I think it’s only fair I get a chance to retake the test!"
<FE>,Either we go to war or we appear weak.
<DEP>,"I like my steak rare. But I don’t care for aardvark steak, even though it’s the rarest steak in the world."
<DEP>,"“Every society is, of course, repressive to some extent – as Sigmund Freud pointed out, repression is the price we pay for civilization.”
"
<DEP>,He said a lovely lady like me doesn't have to worry about his bear because this is a man-eating bear.
<DEP>,His political party wants to spend your precious tax dollars on big government. But my political party is planning strategic federal investment in critical programs.
<IR>,"My roommate wants to talk about cleaning out the garage, so I asked her what she wants to do with our patio furniture. Now she's shopping for new patio furniture and not asking me about the garage."
<IR>,"Because Martin Sheen played the president on television, he'd probably make a great president in real life."
<IR>,Word processed papers are clearer and more error-free than typed papers  because they make use of new technology.
<IR>,"Everyone should be patient and wait for his or her turn in line. However, I need to go to the front because I am late for an appointment."
<IR>,"No one has ever been able to prove that extraterrestrials exist, so they must not be real."
<IR>,"No one has ever been able to prove that extraterrestrials do not exist, so they must be real."
<IR>,The model is in close agreement with the data.
<IR>,"Because 90% of college students polled had no debt, education costs are not a problem."
<G>,"We can’t legalize marijuana; if we do, then the next thing you know people will be strung out on heroin."
<IR>,Of course that doctor advocates vaccination—he probably owns stock in a pharmaceutical company.
<G>,My opponent is a card-carrying member of the K.K.K.
<FU>,A news story that reported that Captain Shah was under investigation was shared widely on social media. He must have been the individual who caused the crash.
<DEP>,"Noisy children are a real headache. Two aspirin will make a headache go away. Therefore, two aspirin will make noisy children go away."
<DEP>,I don't see how you can say you're an ethical person. It's so hard to get you to do anything; your work ethic is so bad
<IR>,"Q: Did the President have an affair?
A: ""He's very busy at the moment with the Middle East Peace talks, and has no time for
 silly accusations."" "
<IR>,"Your mom thinks you spend too much time playing video games. You bring up that
she spends too much time shopping."
<WCB>,I've had bad luck for so long that I'm bound to have good luck now.
<IR>,"My dad went to school, so he knows everything about the education system."
<IR>,You're complaining because you have to walk to school? I used to have to give my parents my entire paycheck.
<IR>,argues that a proposition is true because it has not yet been proven false
<IR>,attaching an argument to a person of false or appeared authority in order to give credence to their argument
<FU>,claiming that an idea or belief is true simply because it is what most people believe
