label,article
<DEP>,"Steve: I think it is fantastic that you and Sylvia are getting married!
Chuck: I cannot believe you think my getting married only exists in my imagination!  That is what fantastic means, after all.
"
<IR>,Distracting your audience from the original issue by introducing an irrelevant topic.
<G>,"If we keep kids from enjoying recess, eventually they will never want to preserve nature."
<IR>,Some people say that the coronavirus is dangerous. Others say that it is not dangerous. That must mean that some coronavirus vaccinations are fine while others are not.
<G>,"If I went to the mall a polled 3 people, those opinions would not represent the opinions of the city population."
<IR>,"""He just says that because he's a Republican."""
<IR>,"You think labor unions are good? You know who else liked labor unions? Karl Marx, that’s who."
<IR>,"Green Peace's strategies aren't effective because they are all dirty, lazy hippies."
<IR>,"Yes, I do think that all drunk drivers should go to prison, but your honor, he is my son! He is a good boy who just made a mistake!"
<WCB>," Tony: I bought a book on the law of attraction and two days later I won $30k in a lottery. I wasn’t a believer of the law of attraction before, but now I am!
"
<IR>,"Peter: ""Based on the arguments I have presented, it is evident that it is morally wrong to use animals for food or clothing.""
Bill: ""But you are wearing a leather jacket and you have a roast beef sandwich in your hand! How can you say that using animals for food and clothing is wrong!"""
<RR>,"""I am a great leader because I make great leadership decisions. The proof that I make great leadership decisions is that I am a great leader, and that's what leaders do."" What is this?"
<FE>,"In the United States, one can vote for either Democrats or Republicans."
<IR>,or group in order to discredit an idea with which the person or group is associated; distracts the reader from the real issue
<FE>,"This tactic plays upon a viewer's lack of knowledge by forcing the idea that the situation is static. Unless the audience is well-informed and aware of this deception, they may think that they have only two choices."
<RR>,"Sandra tells her mom, ""I deserve to have a later curfew, so you should let me stay out until 10pm!"""
<IR>,"While in math class, the student next to you says “math makes no sense, it can’t be real so I must not need this.” What fallacy did this student commit?"
<RR>,"Bert: How do eyes project an image to your brain?
Ernie: Think of it as a little guy in your brain watching the movie projected by your eyes.
Bert: Ok, but what is happening in the little guy in your head’s brain?
Ernie: Well, think of it as a little guy in his brain watching a movie...
"
<RR>,"""The BP Oil rig exploded causing many marine mammals to die."" This illustrates that the BP oil rig was bad and caused animals to die."
<FU>,Appealing to popularity or the fact that many people do something as an attempted form of validation.
<G>,My car broke down yesterday. Cars are worthless.
<FE>,"Person 1: You’re either for the war or against the troops.

Person 2: Actually, I do not want our troops sent into a dangerous war."
<IR>,Which of the following is true?
<G>,"""Flight attendants are the nicest people. I should know—I’ve taken two flights."""
<IR>,A recent study found that there are plenty of scientists who disagree with the consensus position on this phenomenon.
<RR>,Paranormal activity is real because I've seen a ghost.
<IR>,The Volkswagen Beetle is an evil car because it was originally designed by Hitler’s army.
<IR>,"""Her arguments against the protest were weak. After all, she can't be fair; she works for the government."""
<IR>,A commercial claims that a specific brand of cereal is the best way to start the day because athlete Michael Jordan says that it is what he eats every day for breakfast.
<G>,"""The Omani hospital tested three patients from Abu Dhabi and found they had the disease. They immediately banned all people from Abu Dhabi from entering the hospital."""
<IR>,"""I can't trust that doctor's advice on how to raise my child. He has never been a mother.
This is an example of"
<RR>,"What I do know is that if a dirty bomb goes off on Wall Street and the winds are blowing this way, then I and much of this part of Brooklyn are possibly toast. Is that worth possible violations of the rights of some psycho-violent street thug? To me it is."
<G>,People from big cities are not as friendly as those from small towns.
<G>,No one in your family surfs? But I thought you said you lived in California before this.
<IR>,"Superstition is a belief or practice resulting from ignorance, fear of the unknown, trust in magic or chance, or a false conception of causation -- unless it is astrology."
<IR>,"If someone told you, ""Why should we be worrying about how the government treats Native people, when people in our city can't get a job?"" what logical fallacy are they using?"
<IR>,"harmful atheists favor cloning, so cloning is wrong"
<IR>,"Power lines cause cancer.  I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.”  I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills."
<IR>,Are you one of those stupid religious people that reject science?
<G>,"Wife: Should we buy the house?
Husband: The Realtor didn’t say anything about any problems, so I am sure it is fine. Let’s get it!
"
<IR>,"In government, arguing for raising taxes - ""We need more revenue to support the programs that we have. Children are our future. Let's support children."""
<FU>,"Company R.E. are working on advertisement for a new juice drink. Some of their marketing employees went to a school to do a survey on students’ beverage preference. The majority said they preferred orange-flavored drinks, so Jeff told his superiors that orange was the flavor favored most by high school students."
<IR>,SM 10: Local talk show host saying we are on the verge of a nuclear war leading to sitting in a basement for months.
<IR>,"So you are saying your car is worth $20k.  I think it is worth $1, so let’s just compromise and say it is worth $10k. (Assuming the car is worth $20k)"
<IR>,"My family is this school's biggest donor so, you better think about that bad grade you gave me on my test."
<IR>,"Kirk drew a picture of a fish and a human and with effusive disdain asked Richard if he really thought we were stupid enough to believe that a fish somehow turned into a human through just, like, random things happening over time."
<G>,Happy families make happy children.
<FE>,"Senator Jill: ""We'll have to cut education funding this year.""
Senator Bill: ""Why?""
Senator Jill: ""Well, either we cut the social programs or we live with a huge deficit and we can't live with the deficit."""
<G>,"My cat sleeps all day, so cats must be pretty lazy."
<IR>,"We don't know for sure that phones lower students' success levels, so there's no need to ban them."
<G>,The meteorologist predicted the wrong amount of rain for May. Obviously the meteorologist is unreliable.
<IR>,"""My opponent suggests that lowering taxes will be a good idea, this is coming from a woman to eats a pint of Ben and Jerry's each night!"""
<IR>,"Primitive people believed in gods to explain natural phenomena. We have science, and are not primitive anymore. Therefore, there is no God."
<WCB>,"""I started exercising twice a week, and I just got a babysitting job. Exercising leads to new jobs!"""
<IR>,"""We're going to protest and not get in trouble because Mr. Iglesias said it's okay."""
<G>,"""You can never give anyone a break. If you do, they'll walk all over you."""
<IR>,"Employer: It says here on your resume that you are a hard worker, you pay attention to detail, and you don’t mind working long hours.
Andy: Yes sir.
Employer: I spoke to your previous employer.  He says that you constantly change things that should not be changed, you could care less about other people’s privacy, and you had the lowest score in customer relations.
Andy: Yes, that is all true, as well.
Employer: Great then.  Welcome to our social media team!
"
<IR>,"Oh, please. What would you know about labor laws? You don't even have a job."
<IR>,"Tim: Boss, you heard my side of the story why I think Bill should be fired and not me.  Now, I am sure Bill is going to come to you with some pathetic attempt to weasel out of this lie that he has created.
"
<RR>,“It’s important to argue logically because logic is an essential part of argumentation.”
<WCB>,Incorrectly thinking that one thing leads to another
<WCB>,"Tasha is studying polar and tropical climates on Earth. She learned the following:
• Tropical climates: Summer and winter temperatures are similar.
• Polar climates: Summer temperature is much higher than winter temperature.
Tasha wonders why the tropical climate has the same temperature year round, but the polar climate temperature differs greatly.
Which of these explains the reason for this difference?"
<WCB>,Naima is scratched by a cat while visiting her friend. Two days later she comes down with a fever. Naima concludes that the cat's scratch must be the cause of her illness.
<IR>,Discoveries from Archimedes should be dismissed because he made them in a bathtub and not a proper university laboratory.
<RR>,"""J.K Rowling is a wonderful writer because she writes so well"" is an example of what?"
<G>,My brother Humza eats cheeseburgers and pizza. He is thin. Cheeseburgers and pizza aren’t the cause of obesity.
<RR>,You would think that taxes should be lowered because you are a Republican [and therefore your argument about taxes should be rejected].
<IR>,"""I see no reason to listen to Smith. Anything he says will be influenced by his interest in civil rights. His statements are bound to be distorted and unreliable.""

What logical fallacy is used in the statement above?"
<IR>,"Oprah Winfrey's diet advice is useless;  she has had problems with maintaining her weight for most of her life, bouncing back and forth between being overweight and slender."
<IR>,"Falsely requiring an opponent to “disprove” instead
of you “proving” your argument"
<IR>,"Speaker 1: I think the idea of a moral law requires the existence of a lawgiver (i.e. God).
Speaker 2: Of course you would say that. You’re a Christian. Why should we listen to you?"
<G>,"For want of a nail the shoe was lost.
For want of a shoe the horse was lost.
For want of a horse the rider was lost.
For want of a rider the battle was lost.
For want of a battle the kingdom was lost.
And all for the want of a nail.
“For Want of a Nail,” medieval proverb"
<FU>,AttP 8: everyone having strict controls on firearms except the U.S.
<RR>,Affirmative Action can never be fair or just. You cannot remedy one injustice by committing another.
<IR>,There is a global recession and more people are becoming hungry and desperate. Crimes of theft and robbery have been increasing at an alarming rate lately. The only way to solve this problem is by reinstating the death penalty
<IR>,They are dangerous militants out to destroy our peaceful way of life.
<IR>,"Adultery, as well as philandering, is wrong.
Therefore, we have no biological tendency for multiple sex partners."
<IR>,"Martin: All white people are not racists.
Charlie: Yes they are. You just believe that because you are white.
"
<FU>,"I know the professor said the Bridges of Madison County was smarmy trash and lacked any artistic worth. But I still think he's wrong. After all, it was on the best-seller list for over 100 weeks."
<IR>,"I know you don't like the cat sweater that Grandma knitted for you, but she worked so hard on it, and it will make her happy to see you wear it in the family holiday photo."
<IR>,"Oh, please. What would you know about labor laws? You don’t even have a job."
<IR>,Our gang will beat up anyone who doesn’t vote our way
<IR>,I think that businesses should not have to limit the amount of pollutants they  release into the atmosphere because Rush Limbaugh says that there is no real  evidence for industrial pollutants causing the Greenhouse Effect.
<G>,"If you forget to floss, you will get cavities, and if you get cavities, you will lose all your teeth by the time you're 30."
<WCB>,"Jimmy has a fever, sinus congestion, a cough, and can’t come to school, so he probably has a test later today."
<IR>,You use support from someone who is a trustworthy expert.
<G>,"The first time I went to Six Flags was great, so every time I go there will be great."
<FU>,"Since many people believe this, then it must be true"
<WCB>,"Every time I go to sleep, the sun goes down. Therefore, my going to sleep causes the sun to set."
<IR>,Joe is firm in his principles. The reader admires Joe for not changing his ideas and opinions according to what is popular or advantageous.
<FE>,"When someone says, ""Either schools need to fully open immediately and no students should wear masks or all teachers are Communists!"""
<IR>,"Mayor Jones’ anti-DUI campaign should not be taken seriously. After all, the mayor himself was cited for driving under the influence in college"
<IR>,How can you tell me I should exercise to lose weight? All you do is sit behind a desk all day. I've never seen you do a lick of exercise.
<FE>,“Live with me or live on the streets”
<WCB>,"Our house was burglarized right after that new family moved in next door. Therefore, that new family must have been involved."
<G>,"Justin claimed that passing federal laws to control the amount of violence in music is the first step in a process that will eventually result in absolute government control of the media and total censorship over all forms of artistic expression.
Of what fallacy is this an example?"
<IR>,"""My dad is a mechanic and he says that eating brushing your teeth twice a day is good for you. Since he is a mechanic, he knows best."""
<IR>,My uncle is a mechanic and he says you shouldn't spank children. He says it's ineffective.
<IR>,"Helga: You should not be eating that... it has been scientifically proven that eating fat burgers are no good for your health.
Hugh: You eat fat burgers all the time so that can’t be true.
"
<FE>,"If Mom didn't turn off the air conditioner, then clearly she must be too hot."
<IR>,"""You didn't do your homework, did you?"" is an example of..."
<FU>,Marie notices that many of her friends have started eating a low-carb diet and drinking protein shakes. Marie decides that if this many friends are eating this way that this must be the healthy way to eat so she joins them. This is an example of which logical fallacy?
<FU>,We surveyed all the customers in the store and they all agreed that staying open 24 hours would be a great idea. We need to put together a 24-hour schedule as soon as possible.
<WCB>,I passed my math test after going out to the movies the night before. I should go to the movies the night before every math test!
<FU>,Old Major's speech claiming that ALL the animals will unite and revolt against the humans
<FE>,"""Every person is either my enemy or my friend. If are my enemy I should hate them. If they are my friend I should love them So I should either love them or hate them."""
<FU>,"Red had come up six times in a row on the roulette wheel, so Greg knew that it was close to certain that black would be next up. Suffering an economic form of natural selection with this thinking, he soon lost all of his savings."
<IR>,"""We will teach this miserable traitor(Snowball) that he cannot undo our work so easily."""
<RR>,The word of Zorbo the Great is flawless and perfect. We know this because it says so in The Great and Infallible Book of Zorbo’s Best and Most Truest Things that are Definitely True and Should Not Ever Be Questioned.
<WCB>,"Every time I wear this necklace, I pass my exams. Therefore, wearing this necklace causes me to pass my exams."
<FE>,"Because recent polling indicates that no voters in the county are strongly in favor of the proposed amendment, we can expect strong opposition to the amendment when it is voted on next month."
<FU>,"assumes that if many people act or believe a certain way, it must be the right way"
<IR>,", motive, or other attribute of the person making the argument."
<IR>,"""My opponent claims that water pollution is endangering our city waters. But have you thought about all of the air pollution in China? Where they have to wear masks sometimes in the city? That's what we really need to worry about."""
<G>,"""Animal experimentation reduces our respect for life. If we don't respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization. To prevent this terrible consequence, we should make animal experimentation illegal right now."""
<IR>,"This is an example of what?
""Attacks the arguer instead of the argument"""
<IR>,"The level of mercury in seafood may be unsafe, but what will fishers do to support their families?"
<G>,"""If you don't get an A in Mr. K's class you will fail high school, never graduate, and end up fighting people for nickels under freeway as a career"""
<WCB>,"""Everytime I wash my car it rains, therefore, washing my car makes it rain."""
<WCB>,"Every time I go to sleep, the sun goes down. Therefore, my sleeping causes the sun to set."
<G>,“She was wearing cowboy boots in her last Instagram picture so she must be into country music.”
<IR>,"""I used to have that haircut. Then my mom got a job."""
<IR>,"""You should never break traffic laws.""
""Who are you to speak? You've gotten over fifteen speeding tickets!"" What is this?"
<RR>,"""The Cardinals are the best football team because they're better than all the other teams."""
<FU>,"Lots of people bought this album, so it must be good."
<IR>,"""She's such a mean teacher and person – that's why she wouldn't raise my grade ONE percent!"""
<FU>,Doing something because everyone else is doing it
<IR>,Skipping looking for a second opinion or evidence and just asking one doctor is what fallacy?
<WCB>,"I took a vitamin this morning and now I’m sick, so the vitamin must have made me ill."
<G>,"She has always associated with shady people, so she must not be trustworthy."
<WCB>,"Joe and Sam are at the race track betting on horses. Joe: ""You see that horse over there? He lost his last four races. I'm going to bet on him.""
Sam: ""Why? I think he will probably lose.""
Joe: ""No way, Sam. I looked up the horse's stats and he has won half his races in the past two years. Since he has lost three of his last four races, he'll have to win this race. So I'm betting the farm on him.""
Sam: ""Are you sure?""
Joe: ""Of course I'm sure. That pony is due, man...he's due!"""
<WCB>,"Your sister broke her arm, and then you broke your nose. So you assume that a sibling breaking a bone causes you to break one too."
<IR>,"President Clinton being a moral man, being married and loving his daughter; talking about the Bible; going to church"
<WCB>,"Since Samantha got that new apron, she hasn't burned any cookies. That new apron sure does help her cooking!"
<FE>,We can either agree with Barbara's plan or just let the project fail. There is no other option.
<WCB>,"Yesterday, I walked under a ladder with an open umbrella indoors while spilling salt in front of a black cat. And I forgot to knock on wood with my lucky dice. That must be why I’m having such a bad day today. It’s bad luck."
<IR>,"Audrey: I am a human being. I am not a cyborg from the future here to destroy humanity.
Fred: Prove that you are human! Cyborgs don't pass out when they lose a lot of blood. Here's a knife.
Audrey: Get to bed, Freddie. And no more SYFY channel before bed!
"
<IR>,"Mom: (looking at report card) How do you have an F in English?!
Son: I don’t know.  Did you see that loaded the dishwasher?  I was about to go mow the lawn.  Need me to do anything else?"
<IR>,"I'm not surprised, frankly, that someone who gets lost in his own neighborhood would argue that New York has better pizza than Chicago."
<IR>,"4 out of 5 dentists recommend this toothpaste! (only 5 were asked. Out of 1000 asked, only 20% recommend it)"
<IR>,"I know you don't like the kitty-cat  sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo."
<FU>,This is an example of which fallacy?
<IR>,"Look Tom, you could go to the police with your information about our questionable accounting practices here at Bentron. But remember, you have a family to feed. Besides you know how rumors of this kind of disloyalty can spread through the industry. You'll ever work as an accountant in this town again."
<G>,All engineers are introverts who would rather relate to computers than people. 
<RR>,"I view any discussion concerning the limiting of therapy as morally wrong, that is why I do not accept it."
<WCB>,I’ve never had the flu because I take my vitamins everyday.
<G>,"If I don't take this AP class, then I won't do well on the exam. If I don't do well on the AP exam, then I won't get into a good college. If I can't get into a good college, then I'll never get a good job. If I can't get a good job, then I'm going to have to live in my parents' basement forever. Guess I'll sign up for the AP class..."
<IR>,A mother who tells the pediatrician that she doesn't trust his judgment because he's never been a mother.
<FE>,"“Do you want to live in a world where you can get breakfast from McDonald’s all day, or would you rather live in a dictatorship?”"
<IR>,"The new vice president has never gone to public school, so he can never connect to the middle and lower class."
<IR>,"Person 1:
""I am for raising the minimum wage in our state.""

Person 2:
""She is for raising the minimum wage, but she is not smart enough to even run a business."""
<IR>,"""Bernie Saunders wouldn't make a good president because he looks like a sad muppet."""
<IR>,"I’m not a doctor, but I play a doctor on TV, and I wouldn’t dream of using anything but Tylenol for my toughest headaches. "
<WCB>,"""Because I forgot to leave my porch light on, someone robbed my house."""
<IR>,"""In his class president election video, he called his student opponent 'a brown-nosing, suck up who only wanted to get on the teacher's good side,' which got him disqualified"" IS an example of THIS fallacy."
<FU>,"Everyone I know is making fruit smoothies for quick, portable meals, so smoothies must be really good for you."
<IR>,You can't be my partner in class because you didn't donate to the Hurricane Sandy fundraiser.
<G>,"If voluntary euthanasia were to be legalized it would prove impossible to avoid the legislation, or, at least, toleration, of non-voluntary euthanasia. Even if the former can be justified, the latter clearly cannot. Hence, it is better that the first step (legalizing voluntary euthanasia) not be taken so as to prevent a slide into non-volunteer euthanasia."
<G>,All chess players are geniuses.
<FE>,"“Either you love me, or you hate me.”"
<G>,Passing federal laws to control the amount of violence in music is the first step in a process that will result in absolute government control of the media and total censorship over all forms of artistic expression.
<IR>,"""Trump won't release his tax returns and prove he's clean, therefore he must have something to hide."""
<IR>,"My political candidate gives 10% of his income to the needy, goes to church every Sunday, and volunteers one day a week at a homeless shelter.  Therefore, he is honest and morally straight."
<IR>,"We, the people, are going to work together to achieve justice, unity, and integrity."
<IR>,Senator Ribbit is a liar. You shouldn't listen to him on anything.
<FU>,"This fallacy assumes something is true (or right, or good) because other people agree with it."
<FU>,A persuasive technique used in media messages that appeals to the “everyone is doing it” mentality
<RR>,How do I know that Beth is the most intelligent person in our geometry class? I know because she's so smart.
<G>,Using the second amendment as justification to allow civilians to own nuclear submarines.
<RR>,Cell phones stop students from concentrating in class because they are distracting.
<FU>,"“It must be cool because everyone is doing it…"" said Kinza"
<FE>,Presents only two choices when more options exist
<IR>,"In class, Ryan turns to Doug and says, ""Smoking cigarettes is nothing short of suicide: the smoker is willingly killing himself. Duh."""
<FU>,"In Act 1, Juror Seven says, ""There are still eleven of us who think he's guilty. You're alone."" His attempt to use numbers to persuade Eight is:"
<FU>,This happens when you assume that something is acceptable just because it is very common.
<FU>,"Dave wants you to break into the spooky cabin with him. “Everyone does it,” he claims. What fallacy has he committed?"
<WCB>,"""A solar flare erupted from the sun three days ago, and my laptop died this morning. Solar flares are very dangerous for computers."""
<G>,"If we let your brother stay, we’ll have to let your whole family stay."
<FU>,Come on! Everyone else thinks the movie is great - you should too!
<RR>,My phone charger is broken because it doesn't work.
<RR>,"A is true because B is true, and B is true because A is true."
<G>,"If I go to the bathroom, I will miss the notes, then I'll do poorly on a test, then I won't get into college, so I won't go to the bathroom."
<FE>,"Either you decide that you can afford this stereo, or decide not to have music for a while"
<IR>,My opponent suggests that lowering taxes will be a good idea -- this is coming from a woman who eats a pint of Ben and Jerry’s each night!
<WCB>,There was a thunderstorm with rain therefore I did not finish my homework.
<IR>,"""You will never be satisfied in life if you don’t seize this opportunity. Do you want to live the rest of your years yearning to know what would have happened if you just jumped when you had the chance?"" Which appeal is the primary appeal used in this quote?"
<FU>,Arguing based on whether something is popular
<RR>,Fast food is bad for you because is junk.
<FE>,"I thought you were a good person, but you were not at church today."
<G>,People who wear glasses are smarter.
<IR>,"I have no intention of stopping the use of somatostatin on patients suffering from acute pancreatitis. I consider it to be a very reasonable choice. After all, it has been standard practice in our department for many years and we’ve been quite satisfied with the results we’ve had."
<G>,"""The government should not prohibit drugs. Otherwise the government should also ban alcohol or cigarettes. And then fatty food and junk food would have to be regulated too. The next thing you know, the government would force us to brush our teeth and do exercises everyday."""
<IR>,I don’t see what’s wrong with engaging the services of a professional escort.
<FU>,Everybody does it.  You should too.
<IR>,Studies show it takes up to seven years for the human body to digest a piece of gum.
<G>,"If you allow the students to redo this one test, they will always want to redo all future tests"
<RR>,George Bush is a good communicator because he speaks effectively.
<FU>,AttP 3: Shirley MacLaine selling copies to many people makes her topic of choice true.
<G>,Even though people say we are going to behave; we know they won't behave well.
<FU>,This makes you think you need to believe or buy something because everyone else is. Which technique is it?
<IR>,We have no evidence that the Illuminati ever existed. They must have been so clever that they destroyed all the evidence.
<IR>,"Holly said that vaccinations caused autism in children, but her scientifically well-read friend Caleb said that this claim had been debunked and proven false. Their friend Alice offered a compromise that vaccinations must cause some autism, just not all autism."
<FE>,"""You are either with me or against me!"" is an example of which fallacy?"
<FU>,"""Everyone was driving over the speed limit, so I shouldn't have gotten a ticket for it!"" is an example of which logical fallacy?"
<FU>,Believing that taco bell is healthy for you because everyone else does.
<IR>,"We should offer movies on our company’s website. REPLY: No, we’ve built our company’s fortune by renting movies only through our stores."
<IR>,Mr. Casal is a bad teacher because he stinks.
<IR>,"A teacher tells Billy to stop talking, and he yells back: “Sarah was talking too!”"
<FE>,"Either you love bacon, or you're wrong."
<IR>,"Kelly is the most selfish, annoying person that I know. She says that we should recycle to help save the Earth, but she only thinks about herself, so she must be wrong."
<IR>,"The number of off-leash dogs I've seen in Livingston is completely unacceptable. Let's make our streets safe again by addressing this dog problem, before our city becomes a haven for criminals."
<G>,"IBM is a reputable organization, so all of its employees must be reputable."
<G>,"""Annie must like Starbucks because all girls like Starbucks."""
<FU>,Katie likes to read and would rather do that than play sports. Her friends make fun of her and tell her that reading is for nerds. Katie stops reading so much and starts to play sports more.
<G>,"In paragraph 43, Rodriguez accuses the middle-class ethnics of being guilty of which of the following logical fallacies?"
<IR>,"If you don’t give me a passing grade, I won’t get accepted to medical school. That will break my grandmother’s heart."
<IR>,"""Good source of Vitamin D""...*doesn't mention the terrible amounts of sugar."
<FE>,We can have Sally as our soldier or we can have Brittany be the queen of the kingdom.
<FU>,"Well, every one else jumped off the roof, why can't I?"
<G>,"Major in English in college, start reading poetry, and next thing you know, you will become an unemployed pot-smoking loser."
<IR>,"Jon: Why should I bother exercising while my spouse is on vacation stuffing her face with food.
"
<IR>,a movie reviewer who dislikes a Tom Cruise movie because of the actor's religion and tries to impose negative bias in the audience members' minds before they see the film.
<G>,"""Even though it's only the first day, I can tell this is going to be a boring course."""
<RR>,The Bible is the Word of God because God tells us it is... in the Bible.
<FE>,"Student: You didn't teach us this; we never learned this.

Teacher: So, you're either lazy or unwilling to learn is that right?"
<IR>,What is the appeal being used through this sad little girl?
<G>,"""My roommate said her Debate class was hard, and the one that I'm in right now is hard, too. All Debate classes must be hard!”"
<IR>,someone who is poor is more credible than someone who is rich?
<G>,"You smoke pot? If you keep doing that, you’ll be a heroin addict within two years."
<RR>,"I deserve to have a later curfew, so you should let me stay out until 10pm!"
<G>,"An NSA whistle-blower, William Binney, said last week that the agency’s surveillance activities put us on 'a slippery slope toward a totalitarian state'"
<G>,You visit a new country and the first person you meet in the airport is rude. You send a message to a friend back home that everyone in this new country is rude.
<FU>,"""The majority of people are voting for John Doe, so he must be the best candidate."""
<RR>,"I lost my phone in the living room, so it will always be in the living room when it is lost."
<IR>,"The medicine man rolled into town on his bandwagon offering various natural remedies, such as very special plain water. He said that it was only natural that people should be wary of 'artificial' medicines such as antibiotics."
<G>,"""My roommate said her philosophy class was hard, and the one I'm in is hard, too. All philosophy classes must be hard!”"
<IR>,"I'm not a doctor, but I play one on the hit series, ""Bimbos and Studmuffins in the OR."" You can take it from me that when you need a safe and effective pain killer, there is nothing better then MorphiPill 2000. That is my professional medical opinion."
<IR>,"It's common sense that if you smack your children, they will stop the bad behavior. So don't tell me not to hit my kids."
<IR>,"The newspaper editor homeschools his children. So, any claims he makes about the public school system are biased and untrue."
<G>,"If you allow one student to take an online course, soon
everyone will want to, and the schools will be empty."
<IR>,"""Who are you to ask fast food restaurants to give us nutritional facts? I saw you eat Taco Bell last night!"""
<FU>,Over 5 million Filipinos use our products. It’s time to switch to our brand now!
<G>,"I know three redheads who have terrible tempers, and since Annabel has red hair, I’ll bet she has a terrible temper, too."
<RR>,"the reason why more people are leaving this country is because of economic problems, therefore because there is an economic problem is that people are leaving this country."
<FE>,"Lisa is trying to raise money for her university's library. In her address to the board of trustees, she says, ""We must raise tuition to cover the cost of new books. Otherwise, the school library will close!""
Of what fallacy is this an example?"
<IR>,"Daughter: Mom, I want that doll!
Mom: Let's get home and I'll get you a popsicle!
Daughter: Ooh, popsicle!"
<IR>,"David: Can you believe that the president said, ""fat people are losers""?
Sam: Where did you hear this?
David: I read it in a headline on BrightBert News.
Sam: He actually said, ""People who say, 'fat people are losers' are not only cruel, but they are also wrong as well as being irrational.""
"
<FU>,"a persuasive technique used in media messages that appeals to the ""everyone is doing it"" mentality"
<IR>,"Senator Jones supports a strong national defense. If you do vote for him, our country will be invaded, and it will start World War III."
<IR>,"Trisha: In an interview, your candidate admitted that he was a thief!
Derek: He actually said that when he was three years old, he stole a lollipop from a store, and felt so guilty, that he never stole anything again.
"
<IR>,There is definitely a link between autism and the vaccines given to toddlers. I know this because a Wikipedia entry mentioned numerous studies that found this to be true.
<FU>,"Up until the late 16th century, most people believed that the earth was the center of the universe.  This was seen as enough of a reason back then to accept this as true."
<G>,"If I don't take this Advanced Placement (A.P.) class, then I won't do well on the exam. If I don't do well on the A.P. exam, then I can't get into a good college. If I can't get into a good college, then I'll never get a good job. If I can't get a good job, then I'm going to have to live in my parents' basement forever. Guess I'll sign up for the A.P. class"
<WCB>,"The time that children are vaccinated and the time they're diagnosed do closely correlate, however, leading upset parents to assign blame to the immunizations, for lack of a better explanation. "
<IR>,"""'What about Red Herring, ma'am?''

""'I'm not sure. Is Red Herring a red herring? Or is it the fact that we're meant to think Red Herring is a red herring that is actually the red herring?'

""'Or perhaps the fact you're meant to think Red Herring isn't a red herring is what makes Red Herring a red herring after all.'

""'We're talking serious metaherrings here.'"" "
<G>,"That German, Fred, stole my wallet. All Germans are thieves."
<IR>,Look at that face! Could anyone trust that to run the country?
<IR>,"While debating with a friend on which movie would be better to see, you use the argument that your opinion on movies is better because your friend picks their nose, so we shouldn’t trust them because that’s gross. What fallacy have you committed?"
<DEP>,"""Of course I can read Spanish! Look, I just finished this book by Jorge Luis Borges!""
""You lie! Borges isn't Spanish. He's from Argentina."""
<G>,Teacher: If I let you go to the bathroom pretty soon everybody will want to go to the bathroom. This is an example of
<G>,Why did the blonde cross the road?  Because she saw a shoe sale!
<G>,"If I don't take this AP class, then I won't do well on the AP exam. If I don't do well on the AP exam, then I can't get into a good college. If I can't get into a good college, then I won't be able to get a good job. If I can't get a good job then I'll have to live in my parents' basement forever. Guess I'll sign up for the AP class."
<IR>,Leonardo DiCaprio is just a dumb actor. What does he really know about climate change?
<FU>,McDonald's Hamburgers: over 99 billion served.
<FU>,Join the crowd and don’t get left behind!
<IR>,"The noble forefathers who created this great country did not fail; it is a great country now as it was then, by their very making."
<IR>,Politician: Taxes are too hard to understand. The government must be tricking us and taking our money. We need to simplify our taxes!
<IR>,You're wrong because you're ugly!
<FU>,"""Everyone uses Social Media to fundraise, therefore there's no problem with asking for money on social media sites as long as it's going to charity"" SHOWS evidence of what fallacy?"
<IR>,Intentionally using negatively charged words is an example of which technique?
<IR>,"Dr. Fauci says we need to wear masks, but Dr. Fauci is the oldest, meanest doctor around. I’m sure what he says isn’t true at all."
<WCB>,Jimmy isn’t at school today. He must be on a family trip.
<IR>,"I don't see how you can believe he is not guilty of that crime. He's a terrible person and I can prove it. In fact, several years ago he was convicted of that same kind of crime."
<IR>,Invoke shared values and principles. They call upon the audience’s sense of right and wrong.
<FU>,Everyone is/is not doing it! It must/must not be a good thing!
<G>,A driver with a New York license plate cuts you off in traffic. You decide that all New York drivers are terrible drivers.
<G>,"If you allow one student to take an online course, soon
everyone will want to, and the schools will be empty.
Si permite que un estudiante tome un curso en línea, pronto todos querrán, y las escuelas estarán vacías."
<FU>,Everyone is buying the new iPhone that’s coming out this weekend. You have to buy it too
<IR>,What type of persuasive writing is used to influence readers’ feelings (pathos)?
<IR>,"Jack: I have tiny, invisible unicorns living in my anus.

Nick: How do you figure?

Jack: Can you prove that I don't?

Nick: No.

Jack: Then I do."
<WCB>,"My new way of obtaining informed consent helps prevent dropouts. I chose the three therapists in our clinic who had the highest dropout rates and taught them my new informed consent procedure. The first month that they started using it, all three had significantly lower dropout rates."
<G>,"“My roommate Fatima said her philosophy class was hard, and the one I’m in is hard, too. All philosophy classes must be hard!” Insisted Baneen."
