updated_label,source_article
ad hominem,"Steve: In Sweden, college is free for citizens. How come we can't do that here?
Ed: If you like Sweden so much, move there. The USA would be glad to be rid of your liberal ass!
"
fallacy of logic,"""The mind is like a knife, cutting through difficult problems. But just as too much cutting dulls a knife, so too much education dulls the mind."""
fallacy of logic,"""That's why, under my plan, individuals will be required to carry basic health insurance -- just as most states require you to carry auto insurance. Likewise, businesses will be required to either offer their workers health care, or chip in to help cover the cost of their workers."" President Obama on Universal Health Coverage (some feel that health insurance and car insurance are different on many fundamental aspects, and this is a bad comparison)"
fallacy of logic,Sandra is an angel from heaven. She gave me a free lunch today.
fallacy of logic,"We live in paradise, but we don't know it."
fallacy of logic,What is wrong with Tanya? She only has five hundred dollars saved and she’s going away to college next year. That would be like letting my four-year-old brother go to Russia by hisself.
fallacy of logic,"If we can send a woman into outerspace and communicate with them while they are there, then surely we can learn to communicate with one another in our state."
fallacy of logic,"Kids: If you wouldn't eat your dog, why eat a turkey? Go vegan."
fallacy of logic,"If I say that a surgeon should be allowed to use a guidebook to carry out surgery like a student can use open notes on a test, I have made a"
fallacy of logic,"It is ridiculous to have spent thousands of dollars to rescue those two whales trapped in the Arctic ice. Why, look at all the people trapped in jobs they don’t like."
fallacy of logic,"The book ""Investing for Dummies"" really helped me understand my finances better. The book ""Chess for Dummies"" was written by the same author, was published by the same press, and costs about the same amount, so it would probably help me understand my finances as well."
fallacy of logic,Not believing in the Tooth Fairy is like denying that the Titanic sank because eye-witnesses did not agree if the ship broke in half before or after it sank.
fallacy of logic,Santa has a red suit. My dad has a red suit. My dad must be Santa Claus! (This is an example of...)
fallacy of logic,We shouldn't let teenagers keep their phones just because they're upset at losing them; most babies cry when you take their toys away too.
fallacy of logic,"""Just like students are given a couple of weeks of preparation before taking exams, doctors should also be given few days or weeks to prepare themselves before an operation or surgery, after all surgery is not as easy task""
Is an example of...."
fallacy of logic,Schools are like families; therefore teachers (like parents) should be allowed to discipline their students.
fallacy of logic,"""Cars cause more deaths than firearms do, so if we ban firearms we should also ban cars."""
fallacy of logic,"""I believe that PNoy is the Abraham Lincoln of the Philippines."""
fallacy of logic,"Asking students to sit in the same class for 2 hours is like asking them to wander the desert alone, with no water, for a week."
fallacy of logic,"""You passed everyone in the class, so I should get extra credit"" is an example of"
fallacy of logic,"""Politicians and diapers must be changed often, and for the same reason."""
fallacy of logic,Not tipping your waiter is like stealing money right out of someone's wallet.
fallacy of logic,"The book Investing for Dummies really helped me understand my finances better. The book Chess for Dummies was written by the same author, was published by the same press, and costs about the same amount, so it would probably help me understand my finances as well."
fallacy of logic,"Schools are like families; therefore teachers (like parents) should be allowed to discipline their students.
Which logical fallacy is represented here?"
fallacy of logic,"Since a single human cell becomes a grown man over a period of a few years, then surely it can't be impossible for a single-cell organism to become the human race over a period of several million years."
fallacy of logic,"A cloud is 90 percent water; a watermelon is 90 percent water. Therefore, since a plane can fly through a cloud, a plane can fly through a watermelon."
fallacy of logic,"Smoking cigarettes is just like ingesting arsenic into your system; both have been shown to be causally related to death. If you wouldn't want to take a spoonful of arsenic, I would think that you wouldn't want to continue smoking."
fallacy of logic,"Julie was trying to demonstrate to the audience of her speech that gender inequality is like ordering fast food. ""It's not good for us,"" she said, ""but we do it all the time and men tend to go out for a burger and fries more than women do.""
What fallacy is this?"
fallacy of logic,"Employees are like nails. Just as nails must be hit in the head in order to make them work, so must employees."
fallacy of logic,People who buy stocks are no different from people who bet on horse racing. They both risk their money with little chance of making a big profit.
fallacy of logic,Covid-19 is like 10 people doing arts and crafts together and one of them is working with glitter. How many art projects in the group get glitter on them?
fallacy of logic,People are like dogs. They respond best to clear discipline.
fallacy of logic,Guns are like hammers--they're both tools with metal parts that could be used to kill someone. And yet it would be ridiculous to restrict the purchase of hammers--so restrictions on purchasing guns are equally ridiculous.
fallacy of logic,"Medical Student: ""No one objects to a physician looking up a difficult case in medical books. Why, then, shouldn't students taking a difficult examination be permitted to use their textbooks?"""
fallacy of logic,People who have to have a cup of coffee every morning before they can function have no less a problem than alcoholics who have to have their alcohol each day to sustain them.
fallacy of logic,"Doctors refer to medical books all the time when they are treating patients. In the same way, I should be allowed to use a textbook in my medical exam."
fallacy of logic,comparison or metaphors to relate ideas or situations that are not really that similar
fallacy of logic,"The book Investing for Dummies really helped me understand my finances better. The book Chess for Dummies was written by the same author, was published by the same press, and costs about the same amount, so it will probably help me understand my finances, too."
fallacy of logic,"Hybrid cars are like solar power, full of promise but too expensive. We’ll never be able to build affordable hybrid cars."
fallacy of logic,Encampment is like basic training. It’s CAP’s equivalent to Boot Camp.
fallacy of logic,"If the state can require car seats for small children and infants, they can just as easily require mothers to breast-feed instead of using formula."
fallacy of logic,Allowing people to possess guns is like giving a bomb to a bunch of kids.
fallacy of logic,"There were wonderful psychologists who passed away several decades ago. If they could be effective in what they did without reading any of the studies or other articles that have been published in the last several decades, there's no need for me to read any of those works in order to be effective."
fallacy of logic,FDR was a mighty engine pulling country out of desert of Great Depression
fallacy of logic,"There are seven windows given to animals in the domicile of the head: two nostrils, two eyes, two ears, and a mouth...From this and many other similarities in Nature, too tedious to enumerate, we gather that the number of planets must necessarily be seven."
fallacy of logic,a mad scientist builds a rocket to the sun but plans to embark at night to avoid being cremated.
fallacy of logic,"the analogy 'animal Auschwitz,' which compares the treatment of animals to the treatment of Jews, gays and other groups during the Nazi era."
fallacy of logic,"surgeons have X-rays to guide them during an operation, lawyers have briefs to guide them during a trial, carpenters have blueprints to guide them when they are building a house. Why, then, shouldn’t students be allowed to look at their textbooks during an examination?"
fallacy of logic,"Not believing in the literal resurrection of Jesus because the Bible has errors and contradictions, is like denying that the Titanic sank because eye-witnesses did not agree if the ship broke in half before or after it sank."
fallacy of logic,Believing in the literal resurrection of Jesus is like believing in the literal existence of zombies.
fallacy of logic,"The solar system reminds me of an atom, with planets orbiting the sun like electrons orbiting the nucleus. We know that electrons can jump from orbit to orbit; so we must look to ancient records for sightings of planets jumping from orbit to orbit also."
fallacy of logic,"Minds, like rivers, can be broad. The broader the river, the shallower it is. Therefore, the broader the mind, the shallower it is."
fallacy of logic,We have pure food and drug laws; why can't we have laws to keep moviemakers from giving us filth ?
fallacy of logic,Running the government is like running a business. You can’t keep running into debt and expect to be successful.
fallacy of logic,"Doctors refer to medical books all the time when they are treating patients. In the same way, I should be allowed to use a text book in my medical exam."
fallacy of logic,"If Joe eats greasy food, he will feel sick.
Joe feels sick.
Therefore, Joe ate greasy food."
fallacy of logic,People who are psychotic act in a bizarre manner. This person acts in a bizarre manner. Therefore: This person is psychotic.
fallacy of logic,"If this client is competent to stand trial, she will certainly know the answers to at least 80% of the questions on this standardized test. She knows the answers to 87% of the test questions. Therefore she is competent to stand trial."
fallacy of logic,"If I eat fast food for dinner, then I have a stomach ache in the evening. I had a stomach ache this evening. Therefore I ate fast food for dinner."
fallacy of logic,"If Joe robbed a bank then he has a million dollars. Joe has a million dollars, so Joe robbed a bank."
fallacy of logic,"If taxes are lowered, I will have more money to spend.
I have more money to spend.
Therefore, taxes must have been lowered."
fallacy of logic,"If it’s brown, flush it down.
I flushed it down.
Therefore, it was brown."
fallacy of logic,"P or Q.
P.
Therefore, not Q.
P or Q."
fallacy of logic,"I can’t stop eating these chocolates.  I really love chocolate, or I seriously lack willpower.  I know I really love chocolate; therefore, I cannot lack willpower."
fallacy of logic,"I am going to bed or watching TV.  I am exhausted, so I will go to bed; therefore, I cannot watch TV."
fallacy of logic,We should stop using hairspray because it is snowing in New York.
fallacy of logic,"Jack is a good athlete. Jack comes from Canada. Therefore, all Canadians are good athletes."""
fallacy of logic,"All men are mortal, and Socrates is a man, therefore Socrates likes dogs."
fallacy of logic,She's wearing red shoes. Her favorite color must be red.
fallacy of logic,"Girl:"" I'm worried that my friend is mad at me.""
Friend: ""I wonder what you call a male lady bug?"""
fallacy of logic,"He has my vote for senator, because he has the best shirts.

What logic fallacy does this represent?"
fallacy of logic,"People generally like to walk on the beach. Beaches have sand. Therefore, having sand floors in homes would be a great idea!"
fallacy of logic,"We must have a poltergeist in the house. When the dog ran under the table, the vase just seemed to jump off the shelf all by itself."
fallacy of logic,"""People generally like to walk on the beach. Beaches have sand. Therefore, having sand floors in homes would be a great idea!"""
fallacy of logic,"Good people don't lie. You told a lie. Therefore, you are not a good person."
fallacy of logic,"Person A: ""What's the weather like?""
Person B: ""It's 2:00"""
fallacy of logic,"I would have done my homework, but my refrigerator stopped working."
fallacy of logic,"Bats are mammals. Bats can fly. Pigs are also mammals, therefore pigs can fly."
fallacy of logic,How can I be expected to do my homework when billions of people around the world are throwing their plastic water bottles away without recycling them?
fallacy of logic,Someone who says something which does not flow logically in the conversation is guilty of using:
fallacy of logic,My fridge isn't working. I should probably finish that book I've been reading.
fallacy of logic,"The Earth is round.
Therefore, Trump."
fallacy of logic,"""1 is a number and 2 is a number so 1 = 2"""
fallacy of logic,"""Men are human. Mary is a human. Therefore, Mary is a man."""
fallacy of logic,"""If my hair looks nice, people will love me."""
fallacy of logic,"""If you buy a computer, you will become smarter."""
fallacy of logic,"""We both like music, so we should get married."""
fallacy of logic,"""The research I found on cell phone use in the classroom suggests that students can be distracted when they have access to texting. This leads me to believe that all high school students should not be allowed to have their phones on them at school anytime."
fallacy of logic,He sometimes behaves violently when I am around him. I don't know what it is that I am doing to make him become so violent.
fallacy of logic,"'Cotton and grain crops were lower this year than last. So, people must be stealing them.""
This is an example of what kind of logical fallacy?"
fallacy of logic,"Nuclear disarmament is a risk, but everything in life involves a risk. Every time you drive in a car you are taking a risk. If you're willing to drive in a car, you should be willing to have disarmament."
fallacy of logic,Mrs. Sedik really knows math; she would be an excellent math instructor.
fallacy of logic,Jim spends most of his spare time hiking and picking up rocks for his collection. He really should go to college and study to become a geologist.
fallacy of logic,Photo shows flying saucer
fallacy of logic,aliens must have visited Earth
fallacy of logic,Why should we worry about the negative depiction of women in music videos when thousands of women are dying of AIDS each year?
fallacy of logic,Tens of thousands of Americans have seen lights in the night sky which they could not identify. The existence of life on other planets is fast becoming certainty !
fallacy of logic,"arguing at length that your religion is of great help to many people. Then, concluding that the teachings of your religion are undoubtably true"
fallacy of logic,"Bill lives in a large building, so his apartment must be large."""
fallacy of logic,"People generally like to walk on the beach.  Beaches have sand.  Therefore, having sand floors in homes would be a great idea!"
fallacy of logic,"Buddy Burger has the greatest food in town.  Buddy Burger was voted #1 by the local paper.  Therefore, Phil, the owner of Buddy Burger, should run for president of the United States."
fallacy of logic,"Ivan: You cannot borrow my car because it turns back into a pumpkin at midnight.
Sidney: If you really think that, you’re an idiot.
Ivan: That is an ad hominem; therefore, I can’t be an idiot.
Sidney: I beg to differ."
fallacy of logic,"Recognising that Amanda had committed a fallacy in arguing that we should eat healthy food because a nutritionist said it was popular, Alyse said we should therefore eat bacon double cheeseburgers every day."
fallacy of logic,"Karen: I am sorry, but if you think man used to ride dinosaurs, then you are obviously not very well educated.
Kent:  First of all, I hold a PhD in creation science, so I am well-educated.  Second of all, your ad hominem attack shows that you are wrong, and man did use to ride dinosaurs.
Karen:  Getting your PhD in a couple of months, from a “college” in a trailer park, is not being well-educated.  My fallacy in no way is evidence for man riding on dinosaurs, and despite what you may think, the Flintstone’s was not a documentary!
"
fallacy of logic,Most Arabs are Muslims and all the 9/11 hijackers were also Muslims. Therefore most Arabs are hijackers.
fallacy of logic,"Poetry is a based on rhythm, and music is based on rhythm, so isn't poetry a kind of music?"
fallacy of logic,"Most heroin users started out smoking pot. If you start smoking pot, you’ll end up a heroin user, too."
fallacy of logic,"All lions are animals.
All cats are animals.
Therefore, all lions are cats."
fallacy of logic,"All ghosts are imaginary.
All unicorns are imaginary.
Therefore, all ghosts are unicorns."
fallacy of logic,"The lady in the pink dress is Julia Roberts.
The reporter thinks Julia Roberts drives a Prius.
Therefore, the reporter thinks the lady in the pink dress drives a Prius."
fallacy of logic,"All cats are felines.
All dogs are canines.
Therefore, all cats are canines."
fallacy of logic,"All Greek gods are mythical.
All modern day gods are real.
Therefore, all Greek gods are real."
fallacy of logic,"All hotdogs are fast food.
No hamburgers are hotdogs.
Therefore, no hamburgers are fast food."
fallacy of logic,"All Jim Carrey movies are hilarious.
No horror movies are Jim Carrey movies.
Therefore, no horror movies are hilarious."
fallacy of logic,"All Catholics are Christian.
All Christians are Jesus lovers.
Therefore, all Jesus lovers are Catholic."
fallacy of logic,"All Paul Newman movies are great.
All great movies are Oscar winners.
Therefore, all Oscar winners are Paul Newman movies."
fallacy of logic,"I currently have as patients in my practice all the patients in this town who are willing and able to pay $5,000 per session for long-term twice-weekly therapy. If you buy my practice, all my clients will be included. Therefore, if you buy my practice you will then have at least some patients willing and able to pay $5,000 per session for long-term twice-weekly therapy."
fallacy of logic,"All babysitters have pimples.
All babysitter club members are babysitters.
Therefore, some babysitter club members have pimples.Example #2:
All forest creatures live in the woods.
All leprechauns are forest creatures.
Therefore, some leprechauns live in the woods.
"
fallacy of logic,"All forest creatures live in the woods.
All leprechauns are forest creatures.
Therefore, some leprechauns live in the woods."
fallacy of logic,"All cats are animals.
Some pets are cats.
Therefore, some pets are not animals."
fallacy of logic,"All boys are sports fans.
Some bakers are boys.
Therefore, some bakers are not sports fans."
fallacy of logic,"No people under the age of 66 are senior citizens.
No senior citizens are children.
Therefore, all people under the age of 66 are children."
fallacy of logic,"No donkeys are fish.
Some asses are donkeys.
Therefore, some asses are fish."
fallacy of logic,"No kangaroos are MMA fighters.
Some MMA fighters are not Mormons.
Therefore, some Mormons are not kangaroos."
fallacy of logic,"No animals are insects.
No insects are dogs.
Therefore, no dogs are animals."
fallacy of logic,"In an example used by Sigmund Freud in The Interpretation of Dreams, a man accused by his neighbor of having returned a kettle in a damaged condition offered three arguments:
That he had returned the kettle undamaged;
That it was already damaged when he borrowed it;
That he had never borrowed it in the first place.
"
fallacy of logic,"I don't believe in God. One reason is that I think he is evil. And by the way, there is no such thing as ""evil;"" it is just our evaluation of what we believe is wrong."
fallacy of logic,"If this test were based on fraudulent norms, then it would be invalid. But the norms are not fraudulent. Therefore, this test is valid."
fallacy of logic,"If it barks, it is a dog.
It doesn’t bark.
Therefore, it’s not a dog."
fallacy of logic,"If I have cable, then I have seen a naked lady.
I don’t have cable.
Therefore, I have never seen a naked lady."
appeal to emotion,"Regime vs. government
Pro-death vs. pro-choice"
appeal to emotion,"I know you don't like the cat sweater that Grandma knitted for you, but she worked so hard on it, and it will make her happy to see you wear it in the family holiday photo."
appeal to emotion,"We, the people, are going to work together to achieve justice, unity, and integrity."
appeal to emotion,"Which fallacy am I? Combining facts and evidence with words that stir up emotion, with the attempt to manipulate others into accepting the truth of the argument."
appeal to emotion,"Which fallacy is the following example? ""By rejecting God, you are rejecting goodness, kindness, and love itself."""
appeal to emotion,"I know you don’t like the kitty-cat sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo."
appeal to emotion,A commercial about abandoned animals needing a shelter of a forever home. They ask for a small donation to help these struggling animals.
appeal to emotion,"I know you don't like the kitty-cat sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo."
appeal to emotion,They are dangerous militants out to destroy our peaceful way of life.
appeal to emotion,A real estate ad shows a happy family moving in to the home of their dreams.
appeal to emotion,"Using positive words that become associated with something, like company slogans and political advertisements"
appeal to emotion,A commercial shows images of animals in need to persuade the audience to make donations.
appeal to emotion,"""It is an outrage that the school wants to remove the vending machines. This is taking our freedom away!"""
appeal to emotion,Television Advertisement: Get all of your stains out by using new and improved Ultra Suds and wash your blues away!
appeal to emotion,"An advertisement asking people to give to St. Jude Research Center to help children struggling with cancer. You wouldn't want to let these children die, right?"
appeal to emotion,Don't you want the best for your baby?
appeal to emotion,This seat belt ad is using which type of persuasive appeal? It has a picture which might make people feel sad.
appeal to emotion,Janice just lost her goldfish and so asks you to give her the benefit of the doubt. What fallacy has she committed?
appeal to emotion,"""You will never be satisfied in life if you don’t seize this opportunity. Do you want to live the rest of your years yearning to know what would have happened if you just jumped when you had the chance?"" Which appeal is the primary appeal used in this quote?"
appeal to emotion,"""I am not unmindful that some of you have come here out of great trials and tribulations. Some of you have come fresh from narrow jail cells. And some of you have come from areas where your quest -- quest for freedom left you battered by the storms of persecution and staggered by the winds of police brutality. You have been the veterans of creative suffering. Continue to work with the faith that unearned suffering is redemptive. Go back to Mississippi, go back to Alabama, go back to South Carolina, go back to Georgia, go back to Louisiana, go back to the slums and ghettos of our northern cities, knowing that somehow this situation can and will be changed.""  Which appeal is the primary appeal used in this quote?"
appeal to emotion,"Don’t waste food, people in Marawi are suffering because of hunger."
appeal to emotion,"I know you don't like the kitty-cat  sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo."
appeal to emotion,“A bank with the heart for every Filipino” - Veterans Bank
appeal to emotion,Snarl Words are an example of...
appeal to emotion,"""You'll make the right decision because you have something that not many people do: you have heart.""?"
appeal to emotion,"""Do the best for your baby""  is an example of ..."
appeal to emotion,A commercial about abandoned animals needing shelter or a forever home. They ask for a small donation to help these struggling animals.
appeal to emotion,"""Jews are lice; They cause typhus (Painful/deadly disease)."""
appeal to emotion,What is the appeal being used through this sad little girl?
appeal to emotion,present ideas that elicit strong feelings
appeal to emotion,Words with strong feelings that bring about feelings in the reader. Strong words (+ or -) specifically used to sway the reader
appeal to emotion,"When President Kennedy said that research for space travel could help children with eye defects, he is making what kind of appeal?"
appeal to emotion,"Power lines cause cancer.  I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.”"
appeal to emotion,We have a responsibility to care for this poor lost dog.
appeal to emotion,an attempt to persuade the reader/audience based on feelings or emotions; emotional response
appeal to emotion,Last year I wanted to quit school because my friends treated me like an outcast and talked about me to my friends. I felt betrayed and sad all of the time but now I think I have a place at my new middle school.
appeal to emotion,The sinister fisherman's suspicious smile frightened the innocent children
appeal to emotion,"The uncommunicative strangers seemed unwilling to speak to us, hiding behind the language barrier."
appeal to emotion,Joe is firm in his principles. The reader admires Joe for not changing his ideas and opinions according to what is popular or advantageous.
appeal to emotion,The Supreme Court has just flinched from its responsibility to stop the unjust jailing of two journalists―not charged with any wrongdoing―by a runaway prosecutor who will go to any lengths to use the government's contempt power to force them to betray their confidential sources.
appeal to emotion,We will not rest until we reach a day when not one single veteran falls into homelessness.
appeal to emotion,Thousands of pets are left homeless and hungry because lousy people turn them out on the streets instead of taking care of them.
appeal to emotion,"You should always eat everything on your plate, think of all the children in Africa who doesn’t always have enough food."
appeal to emotion,"If we don't control Covid-19, it could lead to millions of deaths. Wouldn't it make you sad to live in a country where that had happened?"
appeal to emotion,They cannot take her to jail even if she did rob the bank and take millions of pesos… She is already too old and weak to be locked up.
appeal to emotion,"Power lines cause cancer. I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.” I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills."
appeal to emotion,A persuasive technique meant to influence a person’s emotions.
appeal to emotion,A commercial featuring starving children in Africa asking for donations to help provide food and clean water to those in need.
appeal to emotion,This technique using vague positive words that actually hold little meaning.
appeal to emotion,"There must be objective rights and wrongs in the universe. If not, how can you possibly say that torturing babies for fun could ever be right?"
appeal to emotion,"That lady had a rough day today. She woke up late, she was not able to eat breakfast, she missed the train and was late for work. My heart aches for this poor lady."
appeal to emotion,"""A dog would be a great addition to our family. Think about how wonderful it would be to come home to a happy, excited, loving dog?"" This is an example of which persuasive technique?"
appeal to emotion,"Hundreds of thousands of animals are being tortured and killed every year, and for what? So that we can modernize our beauty products and overstock our grocery stores?"
appeal to emotion,"""There I was in the midst of thousands, and yet a perfect stranger; without home and without friends, in the midst of thousands of my own brethren—children of a common Father, and yet I dared not to unfold to any one of them my sad condition."" Check each literary term found in this quote:"
appeal to emotion,", tax relief instead of tax cut, or death tax instead of estate tax)"
appeal to emotion,What type of persuasive writing is used to influence readers’ feelings (pathos)?
appeal to emotion,"Which type of appeal is used in the following phrase from the Declaration of Independence: “He has plundered our seas, ravaged our coasts, burned our towns, and destroyed the lives of our people”?"
appeal to emotion,"When an advertiser tries to make a connection with the audience emotionally through sappy stories, music, sad puppies, etc..."
appeal to emotion,"This is usually used in a company's slogan, using words that are very vague and nonspecific, but sound really nice. ex: ""Eat Fresh."" ""Expect More. Pay Less."""
appeal to emotion,"""The critical mission was horribly executed."" is an example of ..."
appeal to emotion,"""Beware of appeals made only to your feelings and not to your logic."""
appeal to emotion,"Luke didn't want to eat his sheep's brains with chopped liver and brussel sprouts, but his father told him to think about the poor, starving children in a third world country who weren't fortunate enough to have any food at all."
appeal to emotion,Do you still beat your wife?
appeal to emotion,"company's slogan ""Eat Fresh."""
appeal to emotion,"company's slogan ""Expect More. Pay Less."""
appeal to emotion,"Power lines cause cancer.  I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.”  I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills."
appeal to emotion,"There must be objective rights and wrongs in the universe.  If not, how can you possibly say that torturing babies for fun could ever be right?"
appeal to emotion,"By rejecting God, you are rejecting goodness, kindness, and love itself."
appeal to emotion,The Bible is filled with stories of God's magic.
appeal to emotion,I don’t see what’s wrong with engaging the services of a professional escort.
appeal to emotion,You have to give me a passing grade. I spent 150 hours on that project and missed every party this quarter.
appeal to emotion,"Luke didn't want to eat his vegetables, but his father told him to think about the poor, starving children in a third world country who don't have anything to eat."
appeal to emotion,We shouldn’t put her in jail even if she stole billions of pesos. She is already too old to be locked up.
appeal to emotion,"""I should receive an 'A' in this class. I had a tough week!"" Hadi begged"
appeal to emotion,"""If we don't adopt that puppy today, they might put him down. Do you want to be responsible for that?"" Exclaimed Yasir."
appeal to emotion,"“I know the exam is graded based on performance, but you should give me an A. My cat has been sick, my car broke down, and I’ve had a cold, so it was really hard for me to study!” Demanded Aun."
appeal to emotion,"Sarah wakes up one morning to find that she has just slept through her anatomy test. She emails her teacher and asks if she can make up the test. Sarah states that she deserves to take it over because she didn't sleep well because her boyfriend just broke up with her, her dog is sick and she stained her favorite dress. What fallacy is this?"
appeal to emotion,"“I really deserve an “A” on this paper, professor. Not only did I study during my grandmother’s funeral, but I also passed up the heart transplant surgery, even though that was the first matching donor in 3 years.”"
appeal to emotion,We should give the other applicant the job because he has a poor family and he needs to provide for them. It looks like he suffers a lot!
appeal to emotion,"If you write to Mrs. Roth and tell her: ""Mrs Roth, I know I haven't done any of the assignments, but I need a C anyway because I'm asking nicely and I'm good person, and I'm going to get in trouble if you don't."""
appeal to emotion,"Saying that you support a specific candidate for class president, only because he has recently been diagnosed with cancer is an example of which fallacy?"
appeal to emotion,"""I know the exam is graded based on performance, but you should give me an A. My cat has been sick, my car broke down, and I've had a cold, so it was really hard for me to study!"""
appeal to emotion,It occurs when someone makes an appeal to emotion of pity instead of addressing the argument.
appeal to emotion,You don’t have to do this. My grandmother is in the hospital. I need my salary to support her medication. She’s dying.
appeal to emotion,Just give me a chance to prove it to you. I can’t live this life if you will leave me. My world will stop to turn around. I will not be able to eat nor drink.
appeal to emotion,Won't you give the abandoned puppy a home?
appeal to emotion,"""Sir, please let me take the exam. I was late because I need to cook our breakfast and wash the dishes."""
appeal to emotion,"""Every 0.008 seconds in the United States, a teen accidentally shatters his/her phone screen. You can help put an end to these devastating tragedies: donate now to my Kickstarter fund, the new Bubble-wrap Phone Case X."""
appeal to emotion,"""I know I made a bad decision, but look at how hard I tried.""
This helps manipulators to avoid taking responsibility for their actions."
appeal to emotion,"""You cannot detain me. I am still grieving my cat's death."""
appeal to emotion,"You really should support Senator Jones and his campaign to strengthen national defense. If you do not, he will lose control of the Armed Forces Committee and likely resign from politics."
appeal to emotion,You've got to donate to the hockey team. They are helping build schools in Uganda. Imagine all of those poor and hungry kids there.
appeal to emotion,a lifelong Republican who was against Obamacare until it saved his life.
appeal to emotion,"I should receive an 'A' in this class. After all, if I don't get an 'A' I won't get the fellowship that I want."
appeal to emotion,"I really deserve an “A” on this paper, professor.  Not only did I study during my grandmother’s funeral, but I also passed up the heart transplant surgery, even though that was the first matching donor in 3 years."
appeal to emotion,"Ginger: Your dog just ran into our house and ransacked our kitchen!
Mary: He would never do that, look at how adorable he is with those puppy eyes!
"
appeal to emotion,"Children should not go trick or treating, as there always
exists the possibility that someone could poison the treats."
appeal to emotion,"If we don’t teach teens to work harder, the human race is doomed."
appeal to emotion,"If you love your family, you'll buy this new stealth
security system."
appeal to emotion,"Sometimes kids ride skateboards and fall off, breaking their arms or legs. Clearly, riding a skateboard is extremely dangerous. Don’t you think skateboards should be banned?"
appeal to emotion,This is an example of what logic fallacy?
appeal to emotion,"Medical expenses for the elderly continue to rise. If you don't buy long-term health insurance now, you probably won't be able to qualify once you're older. Sure, the insurance policy is a little expensive, but it's worth spending the money today so you don't go bankrupt in the future, becoming a burden to your family."
appeal to emotion,A mother tells her children not to leave the yard because there might be wild animals in the woods.
appeal to emotion,"Preys on people’s emotions and sensitivities, can turn into a slippery slope"
appeal to emotion,"""If you don't turn in your homework, you will be getting a call home."
appeal to emotion,"Claiming that ""If you elect him, the Dow Jones will tumble and you will lose all of your money!"" is an example of:"
appeal to emotion,"Look Tom, you could go to the police with your information about our questionable accounting practices here at Bentron. But remember, you have a family to feed. Besides you know how rumors of this kind of disloyalty can spread through the industry. You'll ever work as an accountant in this town again."
appeal to emotion,"My family is this school's biggest donor so, you better think about that bad grade you gave me on my test."
appeal to emotion,"""Politician X is going to strip away your right to free speech!"""
appeal to emotion,"If you don't start recycling now, our entire planet will be destroyed in ten years."
appeal to emotion,"""If you don't believe in God, you'll go to hell!"" is an example of:"
appeal to emotion,"I ask all employees to vote for my chosen candidate in the upcoming elections. If the other candidate wins, he will raise taxes and many of you will lose your jobs."
appeal to emotion,"Senator Jones supports a strong national defense. If you do vote for him, our country will be invaded, and it will start World War III."
appeal to emotion,Explaining that trusting the other politician will cause everyone to lose their homes and jobs
appeal to emotion,"""If you don't buy the warranty for your chromebook, you could find yourself without one for the rest of the schoolyear and having to pay thousands of dollars in expensive repairs"" IS an example of this fallacy."
appeal to emotion,"If you don't buy the black pencils, you will get made fun of. You will not be chosen for group projects."
appeal to emotion,"If we don’t bail out the big automakers, the US economy will collapse.  Therefore, we need to bail out the automakers."
appeal to emotion,"Timmy: Mom, what if I don’t believe in God?
Mom: Then you burn in Hell forever.  Why do you ask?
Timmy: No reason.
"
appeal to emotion,"One pill is good, two will be better"
appeal to emotion,It takes faith to believe in God just like it takes faith to believe in the Easter Bunny -- but at least the Easter Bunny is based on a creature that actually exists!
appeal to emotion,Evolution is the idea that humans come from pond scum.
appeal to emotion,"I am going into surgery tomorrow so please pray for me.  If enough people pray for me, God will protect me from harm and see to it that I have a successful surgery and speedy recovery."
appeal to emotion,"If everyone lived his or her life exactly like Jesus lived his life, the world would be a beautiful place!"
appeal to emotion,"MARVIN STONE: You suggest that we scrap the SALT II treaty already negotiated, and intensify the build-up of American power to induce the Soviets to sign a new treaty - one more favorable to us. President Carter, on the other hand, says he will again try to convince a reluctant Congress to ratify the present treaty on the grounds it's the best we can hope to get. Now, both of you cannot be right. Will you tell us why you think you are?
RONALD REAGAN: Yes. I think I'm right because I believe that we must have a consistent foreign policy, a strong America, and a strong economy. And then, as we build up our national security, to restore our margin of safety, we at the same time try to restrain the Soviet build-up, which has been going forward at a rapid pace, and for quite some time.
October 28, 1980
Cleveland, Ohio
What logical fallacy did Reagan’s response illustrate the use of?"
appeal to emotion,"You should choose to work more overtime at the same rate of pay. After all, you wouldn’t want to lose your job, would you?"
appeal to emotion,"“All those opposed to my arguments for the opening of a new department, signify by saying, ‘I quit.’"""
